symbol,entry_ts,exit_ts,entry,exit,why,pnl,rise_pct,rise_bars,retrace_bars,qv24h,taker_buy_60,vol60_bp,n_legs,entry_at
REEFUSDT,1728952380000,1728954180000,0.009437,0.009292,TIME,2.853,9.88,35,102,1134881772.257594,0.4756,59.79,1,2024-10-15 00:33:00
REEFUSDT,1728985080000,1728985980000,0.004169,0.0043473405555555554,SL,-8.7756,7.18,10,12,1650562975.5107841,0.498,242.22,2,2024-10-15 09:38:00
NEIROUSDT,1728989820000,1728991080000,0.0021063,0.0020088251754306926,TP,9.0355,8.22,12,101,1877869211.3492665,0.4732,30.98,1,2024-10-15 10:57:00
MEMEUSDT,1729002540000,1729004340000,0.014492,0.014368,TIME,1.4913,9.74,8,28,500535814.02873504,0.5114,95.16,2,2024-10-15 14:29:00
MEWUSDT,1729003020000,1729004820000,0.008439,0.008492,TIME,-1.4761,7.52,21,36,459958871.33662796,0.4978,76.79,1,2024-10-15 14:37:00
1000PEPEUSDT,1729003140000,1729004940000,0.0102287,0.0100939,TIME,2.4157,7.45,35,38,1703620761.299943,0.4735,49.6,1,2024-10-15 14:39:00
MYROUSDT,1729003200000,1729005000000,0.11994,0.11764,TIME,3.6153,7.46,30,39,70942893.49942,0.4639,54.42,1,2024-10-15 14:40:00
JUPUSDT,1729004820000,1729006320000,0.8539,0.8904279444444445,SL,-8.7756,8.43,44,67,104685273.8115,0.466,52.61,1,2024-10-15 15:07:00
REEFUSDT,1729030260000,1729031040000,0.00399,0.0038266088221719937,TP,7.97,7.22,24,60,1983666758.6619549,0.5153,140.52,1,2024-10-15 22:11:00
REEFUSDT,1729038360000,1729039620000,0.003399,0.0032095112477663985,TP,10.9297,10.03,11,79,1985832422.324095,0.4802,110.89,2,2024-10-16 00:26:00
REEFUSDT,1729045500000,1729045560000,0.002525,0.002405245534437823,TP,9.2655,8.44,6,49,2041591953.6551208,0.5161,132.74,3,2024-10-16 02:25:00
REEFUSDT,1729046760000,1729046940000,0.002323,0.002422372777777778,SL,-8.7756,8.7,13,7,2088107346.372631,0.4976,185.04,4,2024-10-16 02:46:00
REEFUSDT,1729051020000,1729051380000,0.002051,0.0021387372222222223,SL,-8.7756,7.66,6,8,2206441606.007391,0.5058,167.78,4,2024-10-16 03:57:00
REEFUSDT,1729059600000,1729060260000,0.002143,0.0022346727777777776,SL,-8.7756,23.03,20,75,2290290856.124947,0.4809,148.24,5,2024-10-16 06:20:00
APEUSDT,1729404600000,1729405380000,1.1852,1.2359002222222222,SL,-8.7756,7.34,9,30,875548312.7360001,0.4966,86.96,4,2024-10-20 06:10:00
API3USDT,1729429140000,1729430940000,2.0913,2.0483,TIME,3.8923,8.88,8,9,299716708.47824,0.506,107.49,4,2024-10-20 12:59:00
DYDXUSDT,1729431060000,1729432620000,1.217,1.2690605555555556,SL,-8.7756,9.49,10,13,228562226.03980002,0.5033,160.68,2,2024-10-20 13:31:00
ALICEUSDT,1729431600000,1729433400000,1.3,1.275,TIME,3.6262,7.69,8,17,38483698.0432,0.5137,113.25,2,2024-10-20 13:40:00
APEUSDT,1729434480000,1729436280000,1.4758,1.4831,TIME,-1.2093,10.5,10,98,2999830667.8352,0.4864,59.42,2,2024-10-20 14:28:00
ARPAUSDT,1729462320000,1729464120000,0.06147,0.0612,TIME,0.6585,8.94,16,22,188209015.09757,0.4978,117.46,6,2024-10-20 22:12:00
BELUSDT,1729471920000,1729473720000,0.6231,0.6277,TIME,-1.6965,10.08,10,102,55403034.5824,0.4459,63.9,1,2024-10-21 00:52:00
PERPUSDT,1729478760000,1729480500000,0.8484,0.8145453641038354,TP,7.7608,7.02,11,46,78589035.06782,0.4951,86.66,2,2024-10-21 02:46:00
APEUSDT,1729484400000,1729486200000,1.4632,1.4791,TIME,-2.3933,7.39,12,109,4752716388.2311,0.4813,38.56,1,2024-10-21 04:20:00
FLMUSDT,1729504680000,1729504920000,0.06,0.06256666666666666,SL,-8.7756,9.72,18,5,34466228.213,0.4854,107.76,1,2024-10-21 09:58:00
APEUSDT,1729512540000,1729514340000,1.5738,1.5746,TIME,-0.3217,10.22,25,65,4649674457.2402,0.4698,60.71,1,2024-10-21 12:09:00
ALPHAUSDT,1729522380000,1729524180000,0.08412,0.08425,TIME,-0.5291,10.3,7,48,254254745.50274,0.5063,89.01,2,2024-10-21 14:53:00
FIDAUSDT,1729587480000,1729589280000,0.2481,0.2462,TIME,1.3116,8.71,18,103,46203764.7604,0.431,42.27,1,2024-10-22 08:58:00
ALPHAUSDT,1729605780000,1729607220000,0.11954,0.11333616736213295,TP,10.1595,9.29,10,63,1034160376.4132798,0.4874,58.14,4,2024-10-22 14:03:00
PIXELUSDT,1729624140000,1729625940000,0.1777,0.1813,TIME,-4.2718,10.51,16,88,176294966.91220003,0.4853,63.66,1,2024-10-22 19:09:00
UNFIUSDT,1729667880000,1729668000000,2.169,2.0610405843075306,TP,9.7348,8.88,7,11,33662910.332399994,0.4663,265.09,1,2024-10-23 07:18:00
CTSIUSDT,1729682040000,1729682700000,0.1517,0.1581893888888889,SL,-8.7756,9.35,17,32,117924258.55299999,0.4985,72.18,1,2024-10-23 11:14:00
CTSIUSDT,1729686180000,1729687980000,0.1485,0.154,TIME,-7.6274,8.28,11,53,169489860.1205,0.5083,74.18,2,2024-10-23 12:23:00
UNFIUSDT,1729719300000,1729719480000,2.471,2.576703888888889,SL,-8.7756,8.17,22,69,432125343.0949,0.4682,58.21,6,2024-10-23 21:35:00
UNFIUSDT,1729723800000,1729723860000,3.62,3.774855555555556,SL,-8.7756,34.19,8,5,648384955.9711001,0.524,931.48,7,2024-10-23 22:50:00
UNFIUSDT,1729727760000,1729727880000,2.852,2.974002222222222,SL,-8.7756,14.57,8,49,758253498.7660999,0.497,198.87,7,2024-10-23 23:56:00
UNFIUSDT,1729729560000,1729731360000,2.528,2.303,TIME,17.5806,202.66,27,116,798113092.2286,0.4831,172.4,7,2024-10-24 00:26:00
UNFIUSDT,1729759260000,1729759320000,2.904,2.7715104073653145,TP,8.9046,8.09,8,7,983550059.4031,0.5081,128.21,4,2024-10-24 08:41:00
UNFIUSDT,1729759380000,1729759440000,2.504,2.3306578540960574,TP,13.6252,12.7,10,26,1000653510.9062,0.492,198.9,4,2024-10-24 08:43:00
UNFIUSDT,1729759500000,1729759560000,2.206,2.300367777777778,SL,-8.7756,15.19,12,77,1019784352.4659002,0.481,229.37,4,2024-10-24 08:45:00
UNFIUSDT,1729775400000,1729775640000,2.667,2.7810883333333334,SL,-8.7756,8.87,17,109,1170261834.3311,0.4818,61.29,6,2024-10-24 13:10:00
GOATUSDT,1729781400000,1729782900000,0.7255,0.7565352777777778,SL,-8.7756,7.11,8,66,37590956.8292,0.4551,85.33,1,2024-10-24 14:50:00
API3USDT,1729872360000,1729874160000,1.6036,1.6215,TIME,-2.4525,7.69,26,113,43311125.3494,0.433,21.46,1,2024-10-25 16:06:00
GOATUSDT,1729879260000,1729880040000,0.6363,0.6635195,SL,-8.7756,8.13,20,72,399924563.4267,0.4459,66.17,1,2024-10-25 18:01:00
MOODENGUSDT,1729887540000,1729889100000,0.22595,0.21449870404133292,TP,9.9161,9.06,11,119,848923989.9537001,0.4906,80.43,5,2024-10-25 20:19:00
GOATUSDT,1729898580000,1729899000000,0.646,0.6736344444444445,SL,-8.7756,7.99,40,103,430025392.11670005,0.4604,78.84,2,2024-10-25 23:23:00
MOODENGUSDT,1729906500000,1729907100000,0.21614,0.2253859888888889,SL,-8.7756,7.04,14,66,1191012514.74802,0.4808,71.51,3,2024-10-26 01:35:00
GOATUSDT,1729908120000,1729909920000,0.6861,0.6892,TIME,-1.1237,7.38,18,92,461516802.16719997,0.4702,40.19,3,2024-10-26 02:02:00
PHBUSDT,1730119740000,1730121540000,1.5939,1.6056,TIME,-1.6881,9.85,7,39,20814747.519800004,0.5062,81.92,1,2024-10-28 12:49:00
SANTOSUSDT,1730131380000,1730131980000,6.688,6.416912221236123,TP,7.8867,7.14,11,49,79578085.1774,0.5069,88.24,2,2024-10-28 16:03:00
NEIROETHUSDT,1730181240000,1730182200000,0.1021,0.10646761111111111,SL,-8.7756,7.57,12,16,861416418.0478,0.4907,68.26,2,2024-10-29 05:54:00
NEIROETHUSDT,1730183580000,1730185380000,0.099,0.0989,TIME,-0.018,7.94,16,17,894134900.8517001,0.4737,80.49,3,2024-10-29 06:33:00
LINAUSDT,1730229780000,1730231580000,0.00457,0.00455,TIME,0.6553,14.41,6,118,103055615.14916,0.4864,87.66,3,2024-10-29 19:23:00
UNFIUSDT,1730242920000,1730244720000,1.766,1.771,TIME,-0.7863,8.32,14,86,53881945.3988,0.4288,25.42,1,2024-10-29 23:02:00
MOODENGUSDT,1730258760000,1730260560000,0.22989,0.22802,TIME,1.4069,8.22,13,40,721401292.5191,0.4909,60.96,1,2024-10-30 03:26:00
RAREUSDT,1730500200000,1730501340000,0.1234,0.12867877777777778,SL,-8.7756,12.28,20,59,362486153.04219997,0.4881,114.97,1,2024-11-01 22:30:00
SANTOSUSDT,1730742780000,1730744580000,4.411,4.385,TIME,0.9589,11.02,17,41,136788998.7647,0.4951,98.0,1,2024-11-04 17:53:00
AGLDUSDT,1730819700000,1730821500000,1.2812,1.2676,TIME,1.903,7.09,21,32,90706849.4495,0.5104,45.84,1,2024-11-05 15:15:00
TROYUSDT,1730869620000,1730871420000,0.004552,0.004416,TIME,5.7554,13.08,12,96,915614339.6316569,0.4918,49.38,1,2024-11-06 05:07:00
NEIROETHUSDT,1730875980000,1730877780000,0.08171,0.08317,TIME,-3.7936,7.08,25,50,265478122.28239998,0.4852,59.1,1,2024-11-06 06:53:00
COWUSDT,1730905620000,1730906040000,0.6657,0.6941771666666666,SL,-8.7756,12.65,10,11,194615952.81800002,0.5019,209.54,2,2024-11-06 15:07:00
COWUSDT,1730910060000,1730911860000,0.6223,0.6173,TIME,1.3869,8.84,8,29,328481292.42060006,0.4973,113.77,3,2024-11-06 16:21:00
CETUSUSDT,1730911980000,1730913780000,0.3166,0.31809,TIME,-1.1613,8.01,17,20,80735502.09638,0.4907,116.19,4,2024-11-06 16:53:00
COWUSDT,1730940420000,1730942220000,0.4797,0.499,TIME,-8.2667,8.56,21,115,622064557.6799,0.4313,59.15,3,2024-11-07 00:47:00
COWUSDT,1730955300000,1730956980000,0.5366,0.5595545555555556,SL,-8.7756,10.79,22,44,713118480.2804,0.4724,99.1,3,2024-11-07 04:55:00
UXLINKUSDT,1730966400000,1730966940000,0.7184,0.7491315555555557,SL,-8.7756,15.65,38,44,1269340716.6859999,0.4842,110.58,3,2024-11-07 08:00:00
NEIROETHUSDT,1731003900000,1731005700000,0.10948,0.11074,TIME,-2.5218,7.86,21,87,464810365.45614004,0.4732,48.13,1,2024-11-07 18:25:00
UXLINKUSDT,1731019500000,1731021300000,0.7276,0.7271,TIME,-0.0826,7.53,33,7,1441634295.5838,0.5108,90.78,1,2024-11-07 22:45:00
TROYUSDT,1731058260000,1731060060000,0.004395,0.00435,TIME,1.8278,9.63,23,20,209961416.565289,0.4908,87.05,1,2024-11-08 09:31:00
MOODENGUSDT,1731083400000,1731084600000,0.29126,0.3037194555555556,SL,-8.7756,9.98,11,30,1861736277.36023,0.5041,89.64,2,2024-11-08 16:30:00
DRIFTUSDT,1731096780000,1731098580000,1.1481,1.1668,TIME,-3.4776,13.91,25,48,271251447.1206,0.4908,114.11,3,2024-11-08 20:13:00
SWELLUSDT,1731102060000,1731103800000,0.04541,0.047352538888888886,SL,-8.7756,7.08,15,60,29445866.51664,0.4819,69.39,2,2024-11-08 21:41:00
SWELLUSDT,1731114180000,1731115980000,0.05239,0.052,TIME,1.2688,13.17,25,56,55700075.80851,0.45,98.68,4,2024-11-09 01:03:00
DRIFTUSDT,1731116700000,1731117000000,1.81,1.887427777777778,SL,-8.7756,8.68,10,6,866214891.9571999,0.5136,207.34,8,2024-11-09 01:45:00
DRIFTUSDT,1731140220000,1731140520000,1.8736,1.7882655405094288,TP,8.8891,8.08,11,101,1471982732.7293,0.4812,64.46,2,2024-11-09 08:17:00
SWELLUSDT,1731141180000,1731142980000,0.06079,0.06014,TIME,1.9185,7.53,16,118,157144936.71087,0.4608,80.2,3,2024-11-09 08:33:00
CATIUSDT,1731156840000,1731158640000,0.4246,0.4315,TIME,-3.4701,8.78,16,66,256882168.0895,0.4848,69.87,2,2024-11-09 12:54:00
DOGSUSDT,1731162300000,1731164100000,0.0007217,0.0007079,TIME,3.6043,8.68,18,19,365415555.20923686,0.4811,72.95,2,2024-11-09 14:25:00
HMSTRUSDT,1731163320000,1731164400000,0.004321,0.004134103810406845,TP,8.4306,7.65,9,51,758829388.7742151,0.5086,89.98,4,2024-11-09 14:42:00
HMSTRUSDT,1731164460000,1731166260000,0.004139,0.004249,TIME,-5.5353,8.05,9,92,833442545.601471,0.491,105.28,4,2024-11-09 15:01:00
SPELLUSDT,1731166260000,1731168060000,0.0007472,0.0007274,TIME,5.0798,8.74,8,15,111970378.768694,0.5064,178.94,2,2024-11-09 15:31:00
HMSTRUSDT,1731169320000,1731171120000,0.004573,0.004559,TIME,0.3923,7.52,3,16,1048687859.1909039,0.5187,114.85,6,2024-11-09 16:22:00
DRIFTUSDT,1731174660000,1731176460000,1.6159,1.6235,TIME,-1.1607,13.58,11,105,2318791197.3148003,0.4952,61.73,2,2024-11-09 17:51:00
SPELLUSDT,1731222000000,1731223800000,0.0007122,0.000715,TIME,-1.0063,11.82,19,68,256840203.960405,0.4823,65.71,1,2024-11-10 07:00:00
CHESSUSDT,1731229680000,1731231480000,0.1669,0.1688,TIME,-2.4968,11.56,10,115,21439406.7811,0.4579,27.5,1,2024-11-10 09:08:00
ALPACAUSDT,1731235680000,1731237480000,0.22868,0.22474,TIME,3.2259,16.21,19,51,322896221.4322,0.5038,117.53,5,2024-11-10 10:48:00
TRBUSDT,1731240540000,1731240720000,97.541,101.71358722222222,SL,-8.7756,7.92,8,15,893292905.6117002,0.5015,83.6,6,2024-11-10 12:09:00
HMSTRUSDT,1731244380000,1731245460000,0.005592,0.005301863307821986,TP,10.1568,9.29,19,9,2362884793.9084053,0.5269,74.0,2,2024-11-10 13:13:00
TRBUSDT,1731244500000,1731244560000,92.203,88.25816054692513,TP,8.3369,7.56,24,92,1155495402.6336,0.4777,99.34,6,2024-11-10 13:15:00
1000SHIBUSDT,1731249360000,1731251160000,0.025506,0.025732,TIME,-1.9921,8.31,15,16,1406679655.419312,0.4791,77.92,1,2024-11-10 14:36:00
TURBOUSDT,1731249780000,1731251580000,0.0100244,0.0100906,TIME,-1.5408,8.18,28,13,300046754.07901096,0.473,83.02,1,2024-11-10 14:43:00
TRBUSDT,1731249960000,1731250920000,86.37,82.47963352696502,TP,8.7886,7.98,15,75,1405400733.8702,0.4916,101.01,6,2024-11-10 14:46:00
MEWUSDT,1731250020000,1731251460000,0.010258,0.010696814444444444,SL,-8.7756,11.2,24,21,219357842.358165,0.4743,81.6,1,2024-11-10 14:47:00
1000FLOKIUSDT,1731250080000,1731251520000,0.17007,0.17734521666666667,SL,-8.7756,9.38,23,21,370144731.9871,0.4562,59.0,1,2024-11-10 14:48:00
UMAUSDT,1731250080000,1731251880000,2.742,2.766,TIME,-1.9705,7.58,15,68,54895853.093,0.4532,49.54,1,2024-11-10 14:48:00
HIGHUSDT,1731253860000,1731254040000,1.7089,1.6305958675638401,TP,8.9443,8.13,5,7,56746729.189899996,0.4891,139.86,3,2024-11-10 15:51:00
MOODENGUSDT,1731265080000,1731266880000,0.39077,0.39287,TIME,-1.2948,8.5,6,18,1059667161.99317,0.5186,107.76,2,2024-11-10 18:58:00
DOGEUSDT,1731267840000,1731269640000,0.26801,0.26431,TIME,2.5411,9.66,35,53,7843602839.6765995,0.4614,80.28,2,2024-11-10 19:44:00
ENSUSDT,1731298260000,1731300060000,20.315,20.182,TIME,1.0894,7.5,9,22,252763194.85380003,0.5019,141.43,2,2024-11-11 04:11:00
TROYUSDT,1731304860000,1731306660000,0.00499,0.004861,TIME,4.9503,8.01,16,18,224957176.971402,0.4785,70.77,1,2024-11-11 06:01:00
ACTUSDT,1731333060000,1731333780000,0.4168,0.4346297777777778,SL,-8.7756,9.32,16,12,113228405.72134,0.4758,143.87,3,2024-11-11 13:51:00
ACTUSDT,1731334020000,1731334740000,0.4164,0.4342126666666667,SL,-8.7756,12.98,13,94,128153299.96523,0.4903,130.78,3,2024-11-11 14:07:00
ACTUSDT,1731339120000,1731339720000,0.47725,0.45540560540970476,TP,8.9343,8.12,4,31,317565310.0625601,0.4997,150.07,5,2024-11-11 15:32:00
PNUTUSDT,1731339660000,1731340860000,0.3958,0.41273144444444443,SL,-8.7756,9.47,22,50,73924175.85751,0.4729,107.01,1,2024-11-11 15:41:00
MOODENGUSDT,1731370680000,1731372420000,0.3471,0.3619481666666667,SL,-8.7756,7.23,31,19,1045353396.80646,0.471,65.12,1,2024-11-12 00:18:00
AERGOUSDT,1731373140000,1731374940000,0.1216,0.1196,TIME,3.0695,9.84,12,38,27092763.8147,0.4958,149.27,2,2024-11-12 00:59:00
HIFIUSDT,1731380400000,1731382200000,0.6091,0.6127,TIME,-1.4021,7.1,5,7,39010255.9182,0.4649,88.98,1,2024-11-12 03:00:00
ACTUSDT,1731388920000,1731389820000,0.55926,0.5247018431311413,TP,12.1385,11.22,11,22,1054241522.70317,0.5003,158.16,5,2024-11-12 05:22:00
DOGEUSDT,1731389700000,1731391500000,0.39137,0.4081119388888889,SL,-8.7756,7.45,10,14,15919593767.09015,0.4885,70.7,2,2024-11-12 05:35:00
ACTUSDT,1731389880000,1731390360000,0.51219,0.53410035,SL,-8.7756,8.04,3,68,1092855251.93252,0.4815,145.01,4,2024-11-12 05:38:00
PNUTUSDT,1731398280000,1731399240000,0.47857,0.4583200931859325,TP,8.2427,7.47,14,87,431040343.25869,0.4854,64.82,3,2024-11-12 07:58:00
ACTUSDT,1731398700000,1731400500000,0.52441,0.52976,TIME,-2.2604,9.16,21,83,1216047163.16568,0.4817,67.42,5,2024-11-12 08:05:00
GOATUSDT,1731404400000,1731406200000,0.885,0.9023,TIME,-4.1296,8.06,15,43,591876467.5938,0.4746,61.57,2,2024-11-12 09:40:00
GALAUSDT,1731404880000,1731405960000,0.02904,0.0277558876496315,TP,8.6237,7.83,36,78,212407758.17888004,0.4626,37.32,1,2024-11-12 09:48:00
NEIROETHUSDT,1731407940000,1731408600000,0.08627,0.08281541373075077,TP,7.7888,7.05,4,29,324361086.44659996,0.439,122.17,2,2024-11-12 10:39:00
PNUTUSDT,1731408540000,1731408720000,0.39238,0.40916514444444446,SL,-8.7756,10.52,13,30,527267076.39146996,0.4839,149.52,3,2024-11-12 10:49:00
ACTUSDT,1731408600000,1731408720000,0.46061,0.48031387222222227,SL,-8.7756,13.53,9,34,1413491734.54615,0.4834,155.99,4,2024-11-12 10:50:00
ACTUSDT,1731414660000,1731416460000,0.51257,0.52221,TIME,-3.9814,7.87,7,71,1570322087.3916402,0.4901,83.61,4,2024-11-12 12:31:00
GOATUSDT,1731422880000,1731424680000,0.943,0.9353,TIME,1.4131,10.0,11,48,775540967.7054999,0.5063,93.19,4,2024-11-12 14:48:00
HBARUSDT,1731443880000,1731445680000,0.06418,0.06448,TIME,-1.1549,8.07,13,115,304886336.63481,0.4598,47.89,3,2024-11-12 20:38:00
1000BONKUSDT,1731456780000,1731458580000,0.036646,0.036924,TIME,-1.7372,8.19,8,42,1673229058.1876159,0.4973,73.78,2,2024-11-13 00:13:00
SPELLUSDT,1731460860000,1731462660000,0.0007163,0.0007213,TIME,-1.6161,7.85,14,66,56020216.717334,0.4749,40.85,1,2024-11-13 01:21:00
DRIFTUSDT,1731464340000,1731466140000,1.3889,1.3899,TIME,-0.364,7.11,19,60,226437947.99769998,0.4766,51.77,1,2024-11-13 02:19:00
ACTUSDT,1731465300000,1731466260000,0.55727,0.5811087722222222,SL,-8.7756,8.11,7,67,1597102712.93778,0.487,74.36,1,2024-11-13 02:35:00
SWELLUSDT,1731469320000,1731471120000,0.04061,0.03958,TIME,4.8526,7.58,19,34,132047220.70287,0.4686,76.47,2,2024-11-13 03:42:00
ACTUSDT,1731470340000,1731472080000,0.59478,0.6202233666666667,SL,-8.7756,7.02,7,15,1718065105.7549803,0.4927,150.89,5,2024-11-13 03:59:00
SWELLUSDT,1731472260000,1731473220000,0.03837,0.03683814638676862,TP,7.7646,7.03,14,105,133808662.25930998,0.4146,46.18,2,2024-11-13 04:31:00
ACTUSDT,1731473100000,1731473940000,0.57529,0.5998996277777777,SL,-8.7756,10.63,9,76,1679152555.1505399,0.4777,98.04,5,2024-11-13 04:45:00
PNUTUSDT,1731473280000,1731473340000,0.81334,0.7673099692875066,TP,11.0988,10.2,6,41,1385411456.27284,0.4953,132.1,6,2024-11-13 04:48:00
MOODENGUSDT,1731473280000,1731474060000,0.29914,0.31193654444444446,SL,-8.7756,8.8,22,28,767162356.30902,0.471,57.11,1,2024-11-13 04:48:00
PNUTUSDT,1731473400000,1731473760000,0.78912,0.8228768000000001,SL,-8.7756,13.9,10,67,1403692038.07796,0.4874,151.93,6,2024-11-13 04:50:00
PNUTUSDT,1731480060000,1731480360000,0.85169,0.8881234055555555,SL,-8.7756,14.91,15,53,1741053141.41543,0.499,131.52,9,2024-11-13 06:41:00
AGLDUSDT,1731486720000,1731487980000,2.2244,2.3195548888888893,SL,-8.7756,21.16,15,109,637187381.6789,0.4894,205.4,2,2024-11-13 08:32:00
STEEMUSDT,1731488160000,1731489960000,0.19869,0.19406,TIME,4.4405,17.74,36,107,70982626.72139001,0.4008,55.7,1,2024-11-13 08:56:00
AGLDUSDT,1731492660000,1731494460000,2.2913,2.1952,TIME,8.1683,13.58,14,60,824453090.9764999,0.5006,113.82,3,2024-11-13 10:11:00
TROYUSDT,1731494940000,1731496740000,0.004849,0.004925,TIME,-3.3547,8.97,14,16,261176339.15069,0.4892,100.95,3,2024-11-13 10:49:00
CETUSUSDT,1731495120000,1731496500000,0.35712,0.37239680000000003,SL,-8.7756,11.07,15,29,173153674.50225,0.4692,97.37,2,2024-11-13 10:52:00
NFPUSDT,1731502800000,1731504600000,0.2416,0.2484,TIME,-5.8491,7.15,14,44,31941731.843899995,0.4677,79.8,1,2024-11-13 13:00:00
AGLDUSDT,1731502920000,1731504720000,2.2407,2.1776,TIME,5.4122,8.13,17,36,953847375.6308,0.5022,86.24,3,2024-11-13 13:02:00
ACTUSDT,1731503520000,1731504720000,0.66073,0.6301168469767275,TP,9.0465,8.23,20,50,1711802030.12823,0.4949,93.49,3,2024-11-13 13:12:00
HIPPOUSDT,1731505920000,1731506520000,0.02061,0.01961175708633937,TP,9.467,8.63,4,19,34514937.22528,0.4453,181.48,1,2024-11-13 13:52:00
PNUTUSDT,1731507000000,1731507060000,1.5595,1.4963190540848514,TP,7.8827,7.14,10,16,4880761045.3655,0.5009,175.77,9,2024-11-13 14:10:00
PNUTUSDT,1731507240000,1731507720000,1.55213,1.473981534028693,TP,9.8498,8.99,11,32,4978450342.162531,0.4925,180.17,9,2024-11-13 14:14:00
HIPPOUSDT,1731507780000,1731509460000,0.01878,0.019583366666666668,SL,-8.7756,9.39,3,16,42113524.90775,0.439,176.82,2,2024-11-13 14:23:00
PNUTUSDT,1731508860000,1731508920000,1.44427,1.5060526611111111,SL,-8.7756,7.11,10,9,5189907231.9498,0.4974,177.68,10,2024-11-13 14:41:00
1000BONKUSDT,1731510000000,1731511800000,0.037582,0.038885,TIME,-7.1542,8.91,9,55,2053207558.7189188,0.4953,109.92,2,2024-11-13 15:00:00
1000PEPEUSDT,1731510060000,1731511320000,0.0178108,0.018572706444444448,SL,-8.7756,9.26,13,26,5127946812.58916,0.4765,166.61,4,2024-11-13 15:01:00
NEIROUSDT,1731510180000,1731511560000,0.0025161,0.0026237331666666666,SL,-8.7756,9.18,13,36,1626243195.5151906,0.461,92.29,1,2024-11-13 15:03:00
1000000MOGUSDT,1731510420000,1731511740000,1.9355,2.018296388888889,SL,-8.7756,7.86,14,7,39007264.651810005,0.46,108.11,2,2024-11-13 15:07:00
HIPPOUSDT,1731514080000,1731515220000,0.01899,0.01980235,SL,-8.7756,7.14,9,14,69244972.87232,0.4675,154.95,5,2024-11-13 16:08:00
ENAUSDT,1731515520000,1731517320000,0.6046,0.6043,TIME,-0.1208,7.15,9,94,465094087.5722,0.4656,42.63,2,2024-11-13 16:32:00
PNUTUSDT,1731515760000,1731517260000,1.61777,1.6869746055555555,SL,-8.7756,10.35,5,33,6060711479.95646,0.5004,125.76,8,2024-11-13 16:36:00
ACTUSDT,1731516000000,1731517800000,0.57176,0.57782,TIME,-2.3398,11.15,15,90,1639024561.32717,0.4587,68.59,4,2024-11-13 16:40:00
PNUTUSDT,1731522960000,1731524580000,1.60918,1.515776045239918,TP,11.3889,10.48,23,78,6552251409.8700695,0.4971,77.18,8,2024-11-13 18:36:00
HIPPOUSDT,1731524400000,1731524700000,0.02231,0.021327452926758975,TP,8.5881,7.8,9,5,101311605.51399,0.476,213.4,8,2024-11-13 19:00:00
1000PEPEUSDT,1731524700000,1731526500000,0.0192505,0.0185996,TIME,6.5424,10.72,16,50,7628693537.623517,0.4746,93.81,6,2024-11-13 19:05:00
HIPPOUSDT,1731524760000,1731524820000,0.02055,0.02142908333333333,SL,-8.7756,7.68,4,92,103105145.68119,0.4656,236.71,8,2024-11-13 19:06:00
WIFUSDT,1731526020000,1731526320000,3.9968,4.1677742222222225,SL,-8.7756,7.05,8,12,2720410751.53337,0.5,265.29,4,2024-11-13 19:27:00
POPCATUSDT,1731526500000,1731528300000,1.7701,1.7337,TIME,3.8928,8.37,16,33,717352296.6406,0.5146,113.61,3,2024-11-13 19:35:00
MEMEUSDT,1731526560000,1731528360000,0.013179,0.013349,TIME,-2.7999,15.4,44,52,231624066.521413,0.4595,87.13,2,2024-11-13 19:36:00
ACTUSDT,1731532080000,1731533460000,0.57078,0.5951966999999999,SL,-8.7756,9.22,12,54,1642159715.06417,0.4912,75.01,3,2024-11-13 21:08:00
ACTUSDT,1731542820000,1731543420000,0.59433,0.6197541166666667,SL,-8.7756,7.43,23,37,1662828112.37674,0.4885,65.24,2,2024-11-14 00:07:00
HIPPOUSDT,1731544440000,1731546240000,0.01972,0.02016,TIME,-4.6825,11.79,25,108,134258628.89889002,0.4329,83.98,2,2024-11-14 00:34:00
1000CATUSDT,1731544920000,1731546720000,0.0388,0.0392,TIME,-2.2819,11.84,22,26,87073574.89626,0.518,118.24,2,2024-11-14 00:42:00
PNUTUSDT,1731548820000,1731550620000,2.21976,2.26453,TIME,-4.2538,9.61,14,36,8320704250.01717,0.4993,127.21,3,2024-11-14 01:47:00
ACTUSDT,1731549180000,1731550500000,0.65736,0.6854804000000001,SL,-8.7756,7.05,11,42,1732132348.4548402,0.4728,113.78,5,2024-11-14 01:53:00
1000PEPEUSDT,1731553380000,1731555180000,0.0226195,0.0233512,TIME,-6.6896,9.81,4,70,10974177352.76366,0.4522,105.0,3,2024-11-14 03:03:00
NEIROETHUSDT,1731553680000,1731554100000,0.09539,0.09112086308911123,TP,8.7309,7.93,8,9,260877665.78964,0.4931,90.51,1,2024-11-14 03:08:00
1000BONKUSDT,1731553800000,1731555180000,0.037362,0.038960263333333335,SL,-8.7756,10.28,14,69,1900599980.206288,0.4669,52.22,1,2024-11-14 03:10:00
1000XUSDT,1731554520000,1731556320000,0.28135,0.27955,TIME,1.0595,8.3,11,34,82769976.80154,0.4553,106.83,1,2024-11-14 03:22:00
HIPPOUSDT,1731564060000,1731564780000,0.0184,0.01918711111111111,SL,-8.7756,8.91,11,29,168992964.51882,0.4569,84.05,2,2024-11-14 06:01:00
