symbol,entry_ts,exit_ts,entry,exit,why,pnl,rise_pct,entry_at
AIAUSDT,1762696320000,1762697520000,3.4457,3.593099388888889,SL,-8.7756,7.57,2025-11-09 13:52:00
SAPIENUSDT,1762696740000,1762698300000,0.30839,0.32158223888888887,SL,-8.7756,12.76,2025-11-09 13:59:00
MAVUSDT,1762696800000,1762698600000,0.03406,0.03472,TIME,-4.0955,9.45,2025-11-09 14:00:00
GIGGLEUSDT,1762697400000,1762699200000,190.29,190.14,TIME,-0.0623,7.02,2025-11-09 14:10:00
FOLKSUSDT,1762698840000,1762699080000,6.98,6.638170059576247,TP,9.5746,8.73,2025-11-09 14:34:00
FUSDT,1762700520000,1762702320000,0.011526,0.011508,TIME,0.0923,7.89,2025-11-09 15:02:00
AIAUSDT,1762704660000,1762704840000,4.2467,4.003246801343885,TP,11.2455,10.34,2025-11-09 16:11:00
AIAUSDT,1762704900000,1762705080000,4.0513,3.882977047278895,TP,8.0896,7.33,2025-11-09 16:15:00
TRUTHUSDT,1762706820000,1762708620000,0.036761,0.036164,TIME,3.028,8.86,2025-11-09 16:47:00
ACTUSDT,1762707540000,1762707660000,0.02318,0.022223684282052698,TP,8.0312,7.27,2025-11-09 16:59:00
APRUSDT,1762708380000,1762708500000,0.41334,0.39475365311897126,TP,8.7732,7.97,2025-11-09 17:13:00
GPSUSDT,1762709040000,1762710840000,0.006706,0.006898,TIME,-5.9462,8.54,2025-11-09 17:24:00
TOWNSUSDT,1762709100000,1762710900000,0.01351,0.01367,TIME,-2.5886,7.17,2025-11-09 17:25:00
APRUSDT,1762709100000,1762709520000,0.3658,0.38144811111111115,SL,-8.7756,15.87,2025-11-09 17:25:00
RPLUSDT,1762711020000,1762712820000,3.47,3.422,TIME,2.5466,12.88,2025-11-09 17:57:00
KITEUSDT,1762720680000,1762722480000,0.09004,0.09079,TIME,-1.8859,9.62,2025-11-09 20:38:00
4USDT,1762722720000,1762724520000,0.06453,0.06485,TIME,-1.2118,7.26,2025-11-09 21:12:00
APRUSDT,1762728780000,1762729740000,0.27558,0.2873687,SL,-8.7756,7.7,2025-11-09 22:53:00
COSUSDT,1762729860000,1762731660000,0.001974,0.002009,TIME,-3.7661,11.89,2025-11-09 23:11:00
COTIUSDT,1762732380000,1762733160000,0.0573,0.05975116666666667,SL,-8.7756,8.34,2025-11-09 23:53:00
COTIUSDT,1762733820000,1762735620000,0.05477,0.05493,TIME,-0.8043,7.47,2025-11-10 00:17:00
AIAUSDT,1762739220000,1762740420000,6.845,7.137813888888889,SL,-8.7756,16.64,2025-11-10 01:47:00
ALCHUSDT,1762742940000,1762744740000,0.10743,0.10724,TIME,0.1337,13.18,2025-11-10 02:49:00
AIAUSDT,1762743120000,1762744620000,6.4271,5.894207198165181,TP,16.3627,15.52,2025-11-10 02:52:00
TRUTHUSDT,1762746960000,1762747320000,0.044488,0.04639109777777778,SL,-8.7756,12.08,2025-11-10 03:56:00
UAIUSDT,1762748400000,1762750200000,0.1709,0.17821072222222223,SL,-8.7756,7.86,2025-11-10 04:20:00
AIAUSDT,1762749000000,1762749720000,3.8132,3.9763202222222223,SL,-8.7756,8.95,2025-11-10 04:30:00
TRUTHUSDT,1762751520000,1762752720000,0.047117,0.04913256055555556,SL,-8.7756,7.79,2025-11-10 05:12:00
AIAUSDT,1762752720000,1762754100000,4.044,3.881843471183359,TP,7.7996,7.06,2025-11-10 05:32:00
AIAUSDT,1762754160000,1762754460000,3.8798,4.045769222222222,SL,-8.7756,10.09,2025-11-10 05:56:00
AIAUSDT,1762755180000,1762755360000,3.6871,3.8448259444444446,SL,-8.7756,9.44,2025-11-10 06:13:00
BDXNUSDT,1762758000000,1762758060000,0.06516,0.06794739999999999,SL,-8.7756,8.27,2025-11-10 07:00:00
CCUSDT,1762758000000,1762758060000,0.1511,0.15756372222222223,SL,-8.7756,9.74,2025-11-10 07:00:00
CCUSDT,1762758420000,1762758600000,0.1435,0.13349169365560948,TP,13.7289,12.81,2025-11-10 07:07:00
TAKEUSDT,1762760400000,1762762200000,0.29075,0.2846,TIME,4.0104,10.13,2025-11-10 07:40:00
TAKEUSDT,1762762560000,1762764360000,0.27642,0.27497,TIME,0.8291,8.06,2025-11-10 08:16:00
COAIUSDT,1762770120000,1762771920000,1.111,1.103,TIME,1.2201,8.08,2025-11-10 10:22:00
STRKUSDT,1762771020000,1762772460000,0.1911,0.19927483333333332,SL,-8.7756,11.8,2025-11-10 10:37:00
TREEUSDT,1762776720000,1762778520000,0.1793,0.1787,TIME,0.4493,7.76,2025-11-10 12:12:00
AIAUSDT,1762777680000,1762778820000,2.9143,2.7354340931377843,TP,12.0551,11.13,2025-11-10 12:28:00
STRKUSDT,1762778820000,1762780620000,0.1904,0.18018263754178263,TP,10.5125,9.63,2025-11-10 12:47:00
JCTUSDT,1762779660000,1762779720000,0.00839,0.008748905555555556,SL,-8.7756,11.08,2025-11-10 13:01:00
JCTUSDT,1762780440000,1762780500000,0.007723,0.00739664660364767,TP,8.2315,7.46,2025-11-10 13:14:00
JCTUSDT,1762780560000,1762780920000,0.007705,0.008034602777777778,SL,-8.7756,55.1,2025-11-10 13:16:00
JCTUSDT,1762780980000,1762781100000,0.007281,0.0075924650000000005,SL,-8.7756,7.36,2025-11-10 13:23:00
SAPIENUSDT,1762782480000,1762784280000,0.25597,0.25314,TIME,1.9912,7.0,2025-11-10 13:48:00
JCTUSDT,1762782540000,1762782900000,0.007675,0.008003319444444445,SL,-8.7756,7.13,2025-11-10 13:49:00
BANANAS31USDT,1762783260000,1762783860000,0.002856,0.0026769783237024247,TP,12.3165,11.39,2025-11-10 14:01:00
MONUSDT,1762783920000,1762783980000,0.05841,0.060908649999999995,SL,-8.7756,9.88,2025-11-10 14:12:00
AIAUSDT,1762784100000,1762784940000,2.6717,2.785989388888889,SL,-8.7756,9.52,2025-11-10 14:15:00
JCTUSDT,1762784160000,1762784700000,0.007292,0.006922361595317297,TP,9.9182,9.06,2025-11-10 14:16:00
JCTUSDT,1762785000000,1762785960000,0.007325,0.007638347222222223,SL,-8.7756,8.96,2025-11-10 14:30:00
MONUSDT,1762785060000,1762785240000,0.04883,0.04668353324896452,TP,8.5716,7.78,2025-11-10 14:31:00
HUMAUSDT,1762786800000,1762788600000,0.025524,0.025221,TIME,2.1542,11.07,2025-11-10 15:00:00
COTIUSDT,1762787460000,1762789260000,0.04791,0.04814,TIME,-1.1801,10.16,2025-11-10 15:11:00
1000XUSDT,1762787640000,1762789440000,0.03185,0.03263,TIME,-5.118,17.69,2025-11-10 15:14:00
MYROUSDT,1762788240000,1762790040000,0.01513,0.01506,TIME,0.7053,40.99,2025-11-10 15:24:00
XANUSDT,1762789080000,1762789500000,0.03948,0.03785913910397186,TP,7.991,7.24,2025-11-10 15:38:00
JCTUSDT,1762789380000,1762789920000,0.008466,0.008062983197478734,TP,9.3008,8.47,2025-11-10 15:43:00
AIAUSDT,1762789800000,1762790160000,2.5606,2.670136777777778,SL,-8.7756,8.49,2025-11-10 15:50:00
UAIUSDT,1762789860000,1762791660000,0.1542,0.1534,TIME,0.8176,7.25,2025-11-10 15:51:00
TAUSDT,1762789920000,1762789980000,0.06088,0.057818318162034636,TP,9.8381,8.98,2025-11-10 15:52:00
KERNELUSDT,1762789980000,1762791780000,0.117,0.1196,TIME,-4.6644,19.42,2025-11-10 15:53:00
JCTUSDT,1762790220000,1762790460000,0.007711,0.008040859444444444,SL,-8.7756,16.52,2025-11-10 15:57:00
TRUTHUSDT,1762792500000,1762794300000,0.028135,0.027739,TIME,2.595,10.06,2025-11-10 16:35:00
JCTUSDT,1762792500000,1762792800000,0.007632,0.00795848,SL,-8.7756,9.55,2025-11-10 16:35:00
STRKUSDT,1762793940000,1762795740000,0.1834,0.184,TIME,-0.8743,9.35,2025-11-10 16:59:00
HMSTRUSDT,1762795500000,1762797300000,0.0003298,0.0003306,TIME,-0.7051,8.09,2025-11-10 17:25:00
TAUSDT,1762796700000,1762796760000,0.08363,0.08720750555555555,SL,-8.7756,30.15,2025-11-10 17:45:00
TAUSDT,1762796940000,1762797060000,0.07404,0.062387441394298825,TP,31.2564,33.03,2025-11-10 17:49:00
TAUSDT,1762797120000,1762797180000,0.05889,0.06140918333333333,SL,-8.7756,16.64,2025-11-10 17:52:00
TAUSDT,1762797240000,1762797300000,0.06136,0.058120833583500474,TP,10.3379,9.46,2025-11-10 17:54:00
TAUSDT,1762798320000,1762798500000,0.05553,0.057905450000000004,SL,-8.7756,8.46,2025-11-10 18:12:00
JCTUSDT,1762799460000,1762800540000,0.007699,0.007364124447297434,TP,8.4792,7.69,2025-11-10 18:31:00
JCTUSDT,1762800600000,1762801260000,0.007393,0.007016844936740453,TP,9.956,9.09,2025-11-10 18:50:00
COTIUSDT,1762801200000,1762803000000,0.04949,0.0499,TIME,-1.8769,7.77,2025-11-10 19:00:00
TAUSDT,1762801320000,1762801380000,0.0538,0.05610144444444445,SL,-8.7756,12.7,2025-11-10 19:02:00
MELANIAUSDT,1762810500000,1762810680000,0.1957,0.18226812018272756,TP,13.507,12.58,2025-11-10 21:35:00
MELANIAUSDT,1762810740000,1762810800000,0.1865,0.19447805555555556,SL,-8.7756,7.6,2025-11-10 21:39:00
1000000BOBUSDT,1762811940000,1762812780000,0.03848,0.04012608888888889,SL,-8.7756,20.39,2025-11-10 21:59:00
MELANIAUSDT,1762814760000,1762815960000,0.1796,0.16820037237611368,TP,12.4745,11.55,2025-11-10 22:46:00
SUSHIUSDT,1762816920000,1762818720000,0.5753,0.5707,TIME,1.3792,7.99,2025-11-10 23:22:00
UNIUSDT,1762817760000,1762819200000,9.087,9.475721666666667,SL,-8.7756,8.55,2025-11-10 23:36:00
JCTUSDT,1762818300000,1762820100000,0.007023,0.007107,TIME,-2.6121,9.59,2025-11-10 23:45:00
MELANIAUSDT,1762820760000,1762821720000,0.1614,0.16830433333333333,SL,-8.7756,7.0,2025-11-11 00:26:00
STBLUSDT,1762822380000,1762823940000,0.09171,0.09563315,SL,-8.7756,10.4,2025-11-11 00:53:00
KNCUSDT,1762824840000,1762826640000,0.3098,0.3067,TIME,1.7813,11.18,2025-11-11 01:34:00
JCTUSDT,1762825200000,1762827000000,0.006939,0.006873,TIME,1.6823,7.44,2025-11-11 01:40:00
UNIUSDT,1762827600000,1762828320000,9.371,9.771870555555557,SL,-8.7756,8.47,2025-11-11 02:20:00
AIAUSDT,1762831140000,1762832940000,2.5118,2.4689,TIME,3.1959,7.92,2025-11-11 03:19:00
MELANIAUSDT,1762832640000,1762832880000,0.1611,0.15437956131602976,TP,8.1232,7.36,2025-11-11 03:44:00
JCTUSDT,1762839960000,1762841760000,0.006428,0.006339,TIME,2.5491,8.95,2025-11-11 05:46:00
PIPPINUSDT,1762843560000,1762843620000,0.03923,0.03745862159345884,TP,8.8107,8.01,2025-11-11 06:46:00
ALPINEUSDT,1762850640000,1762852440000,0.7477,0.7552,TIME,-2.2262,9.32,2025-11-11 08:44:00
LSKUSDT,1762851900000,1762852260000,0.316,0.3295177777777778,SL,-8.7756,7.23,2025-11-11 09:05:00
LSKUSDT,1762852440000,1762852620000,0.3105,0.32378250000000003,SL,-8.7756,11.41,2025-11-11 09:14:00
MELANIAUSDT,1762852740000,1762854540000,0.1521,0.1547,TIME,-3.6388,8.54,2025-11-11 09:19:00
TAKEUSDT,1762854780000,1762856220000,0.26698,0.23606354765272644,TP,22.9401,22.77,2025-11-11 09:53:00
MTLUSDT,1762855500000,1762857300000,0.4908,0.498,TIME,-3.154,9.74,2025-11-11 10:05:00
MELANIAUSDT,1762855860000,1762857660000,0.1534,0.1522,TIME,1.3445,9.32,2025-11-11 10:11:00
TAKEUSDT,1762856280000,1762856340000,0.22571,0.23536537222222223,SL,-8.7756,36.26,2025-11-11 10:18:00
ANKRUSDT,1762856580000,1762858380000,0.01119,0.0111,TIME,1.3886,7.75,2025-11-11 10:23:00
LSKUSDT,1762859340000,1762861140000,0.3186,0.332229,SL,-8.7756,7.96,2025-11-11 11:09:00
1000000BOBUSDT,1762860420000,1762860960000,0.04022,0.04194052222222222,SL,-8.7756,9.63,2025-11-11 11:27:00
FLUXUSDT,1762860660000,1762862460000,0.1968,0.1941,TIME,2.5239,7.42,2025-11-11 11:31:00
PROMPTUSDT,1762863840000,1762865640000,0.08871,0.08873,TIME,-0.2651,7.47,2025-11-11 12:24:00
PARTIUSDT,1762864200000,1762866000000,0.0733,0.06961,TIME,9.8482,10.27,2025-11-11 12:30:00
CTSIUSDT,1762864320000,1762866120000,0.048,0.0475,TIME,1.8633,11.25,2025-11-11 12:32:00
LRCUSDT,1762864560000,1762866360000,0.06736,0.06729,TIME,-0.0122,7.41,2025-11-11 12:36:00
CVCUSDT,1762865640000,1762867440000,0.06178,0.0607,TIME,3.2763,17.49,2025-11-11 12:54:00
PARTIUSDT,1762866060000,1762867860000,0.06928,0.07011,TIME,-2.6161,11.9,2025-11-11 13:01:00
UAIUSDT,1762871280000,1762873080000,0.175,0.1797,TIME,-5.5914,10.97,2025-11-11 14:28:00
BIOUSDT,1762871280000,1762873080000,0.08014,0.08024,TIME,-0.4696,8.1,2025-11-11 14:28:00
APRUSDT,1762871940000,1762873740000,0.29864,0.3114151555555556,SL,-8.7756,8.57,2025-11-11 14:39:00
LSKUSDT,1762873080000,1762874880000,0.2916,0.2938,TIME,-1.7289,10.05,2025-11-11 14:58:00
DMCUSDT,1762873620000,1762874160000,0.00253,0.0023622276425315464,TP,13.0426,12.12,2025-11-11 15:07:00
ALLOUSDT,1762874460000,1762874880000,0.5323,0.5550706111111111,SL,-8.7756,8.04,2025-11-11 15:21:00
GIGGLEUSDT,1762877700000,1762879500000,161.21,161.65,TIME,-0.7659,8.45,2025-11-11 16:15:00
ALLOUSDT,1762878000000,1762879140000,0.5296,0.552255111111111,SL,-8.7756,9.56,2025-11-11 16:20:00
JCTUSDT,1762880940000,1762882740000,0.004516,0.004512,TIME,-0.0429,8.23,2025-11-11 17:09:00
CCUSDT,1762886280000,1762887540000,0.1169,0.12190072222222223,SL,-8.7756,15.42,2025-11-11 18:38:00
METUSDT,1762888020000,1762889820000,0.4221,0.4318,TIME,-4.8161,7.68,2025-11-11 19:07:00
ALLOUSDT,1762889820000,1762891560000,0.574,0.5500699721968518,TP,8.118,7.36,2025-11-11 19:37:00
HUSDT,1762890300000,1762892100000,0.17478,0.17242,TIME,2.4805,7.86,2025-11-11 19:45:00
CCUSDT,1762892700000,1762894500000,0.1177,0.1174,TIME,0.2898,7.02,2025-11-11 20:25:00
JCTUSDT,1762902660000,1762902720000,0.003927,0.0037663576804372574,TP,7.9614,7.21,2025-11-11 23:11:00
AIAUSDT,1762905420000,1762905480000,1.8187,1.726191927323428,TP,9.953,9.09,2025-11-11 23:57:00
SPELLUSDT,1762905600000,1762907400000,0.000324,0.0003277,TIME,-2.504,8.01,2025-11-12 00:00:00
LSKUSDT,1762912620000,1762914420000,0.3201,0.3236,TIME,-2.4068,7.81,2025-11-12 01:57:00
AIAUSDT,1762914060000,1762915860000,1.94,1.9168,TIME,2.1718,7.96,2025-11-12 02:21:00
ALLOUSDT,1762914600000,1762915980000,0.4388,0.4575708888888889,SL,-8.7756,8.06,2025-11-12 02:30:00
PTBUSDT,1762915440000,1762917240000,0.03241,0.0322,TIME,1.0759,9.08,2025-11-12 02:44:00
JCTUSDT,1762920240000,1762922040000,0.003775,0.003694,TIME,4.0714,7.01,2025-11-12 04:04:00
ALLOUSDT,1762927260000,1762929060000,0.462,0.4553,TIME,2.6804,11.04,2025-11-12 06:01:00
JCTUSDT,1762930740000,1762932540000,0.003937,0.003892,TIME,2.066,10.29,2025-11-12 06:59:00
PARTIUSDT,1762936200000,1762938000000,0.0754,0.07606,TIME,-1.9707,7.52,2025-11-12 08:30:00
JCTUSDT,1762947000000,1762947240000,0.004335,0.004520441666666667,SL,-8.7756,7.49,2025-11-12 11:30:00
ANIMEUSDT,1762953780000,1762955580000,0.008329,0.008462,TIME,-3.4137,8.98,2025-11-12 13:23:00
JCTUSDT,1762954080000,1762955880000,0.004314,0.004345,TIME,-1.6572,7.69,2025-11-12 13:28:00
CROSSUSDT,1762959720000,1762961520000,0.09264,0.09541,TIME,-6.2001,8.49,2025-11-12 15:02:00
BEATUSDT,1762960680000,1762961040000,0.37782,0.35288035334936885,TP,12.9819,12.05,2025-11-12 15:18:00
BEATUSDT,1762962120000,1762962600000,0.31645,0.3299870277777778,SL,-8.7756,7.7,2025-11-12 15:42:00
POPCATUSDT,1762962660000,1762962720000,0.1904,0.18234342283386085,TP,8.2428,7.47,2025-11-12 15:51:00
POPCATUSDT,1762962900000,1762963080000,0.1801,0.16640527452613446,TP,14.9879,14.09,2025-11-12 15:55:00
CLANKERUSDT,1762963800000,1762965120000,75.8,79.04255555555555,SL,-8.7756,7.93,2025-11-12 16:10:00
AEROUSDT,1762964580000,1762966380000,1.1614,1.1515,TIME,1.4848,7.04,2025-11-12 16:23:00
POPCATUSDT,1762964640000,1762965120000,0.1299,0.13545683333333333,SL,-8.7756,7.34,2025-11-12 16:24:00
BEATUSDT,1762966380000,1762966680000,0.3877,0.40428494444444446,SL,-8.7756,7.22,2025-11-12 16:53:00
BEATUSDT,1762967940000,1762968240000,0.35871,0.3740548166666666,SL,-8.7756,13.82,2025-11-12 17:19:00
UAIUSDT,1762969680000,1762970160000,0.2038,0.1896342039276504,TP,13.6817,12.76,2025-11-12 17:48:00
ESPORTSUSDT,1762971540000,1762973340000,0.34473,0.35458,TIME,-5.9346,10.04,2025-11-12 18:19:00
CROSSUSDT,1762976400000,1762978200000,0.09944,0.09724,TIME,4.2048,7.06,2025-11-12 19:40:00
BEATUSDT,1762978440000,1762979820000,0.39577,0.37623915872406194,TP,9.6498,8.8,2025-11-12 20:14:00
ESPORTSUSDT,1762980900000,1762981440000,0.35642,0.37166685555555556,SL,-8.7756,11.2,2025-11-12 20:55:00
VELODROMEUSDT,1762982520000,1762984320000,0.04202,0.04222,TIME,-1.1719,7.8,2025-11-12 21:22:00
INITUSDT,1762988460000,1762990260000,0.1256,0.1244,TIME,1.6908,7.7,2025-11-12 23:01:00
BABYUSDT,1762988580000,1762989420000,0.03339,0.032003104182232824,TP,8.0873,7.33,2025-11-12 23:03:00
CROSSUSDT,1762988820000,1762989960000,0.1033,0.10771894444444445,SL,-8.7756,8.85,2025-11-12 23:07:00
KERNELUSDT,1762997280000,1762999080000,0.1149,0.1162,TIME,-2.4828,8.35,2025-11-13 01:28:00
SUPERUSDT,1763002320000,1763004120000,0.3063,0.3049,TIME,0.6941,12.14,2025-11-13 02:52:00
VTHOUSDT,1763006220000,1763008020000,0.001183,0.001187,TIME,-0.8962,9.54,2025-11-13 03:57:00
JCTUSDT,1763006340000,1763008140000,0.005091,0.005132,TIME,-1.8307,7.15,2025-11-13 03:59:00
ESPORTSUSDT,1763014860000,1763015520000,0.38398,0.36845473900450226,TP,7.8665,7.12,2025-11-13 06:21:00
RESOLVUSDT,1763028780000,1763030220000,0.13065,0.13623891666666665,SL,-8.7756,10.08,2025-11-13 10:13:00
BANKUSDT,1763031600000,1763031720000,0.08945,0.09327647222222223,SL,-8.7756,8.16,2025-11-13 11:00:00
BEATUSDT,1763032920000,1763034720000,0.37691,0.38125,TIME,-2.5229,8.91,2025-11-13 11:22:00
1000000BOBUSDT,1763035440000,1763037240000,0.04355,0.04307,TIME,1.9844,8.51,2025-11-13 12:04:00
ESPORTSUSDT,1763035980000,1763036280000,0.22601,0.21537378599614265,TP,9.1922,8.37,2025-11-13 12:13:00
BANKUSDT,1763038920000,1763039400000,0.0812,0.07783033669730617,TP,8.0797,7.32,2025-11-13 13:02:00
ESPORTSUSDT,1763043060000,1763044020000,0.30417,0.31718171666666667,SL,-8.7756,7.62,2025-11-13 14:11:00
AVNTUSDT,1763043780000,1763044620000,0.5483,0.5717550555555556,SL,-8.7756,7.17,2025-11-13 14:23:00
EVAAUSDT,1763044020000,1763045820000,1.588,1.626,TIME,-5.0059,11.7,2025-11-13 14:27:00
USUALUSDT,1763045280000,1763047080000,0.03536,0.035,TIME,1.8162,8.05,2025-11-13 14:48:00
BANKUSDT,1763046780000,1763047560000,0.05374,0.05084632065264846,TP,10.5492,9.66,2025-11-13 15:13:00
BANKUSDT,1763047620000,1763047860000,0.05149,0.05369262777777778,SL,-8.7756,9.85,2025-11-13 15:27:00
USUALUSDT,1763053200000,1763054160000,0.03405,0.035506583333333334,SL,-8.7756,9.26,2025-11-13 17:00:00
AIAUSDT,1763057580000,1763058600000,1.2899,1.3450790555555556,SL,-8.7756,9.37,2025-11-13 18:13:00
ZEREBROUSDT,1763059680000,1763059740000,0.03768,0.03608047236819268,TP,8.2701,7.5,2025-11-13 18:48:00
KAVAUSDT,1763060880000,1763062560000,0.1542,0.14690364683673857,TP,9.2435,8.41,2025-11-13 19:08:00
JCTUSDT,1763062020000,1763062200000,0.004368,0.004554853333333334,SL,-8.7756,7.89,2025-11-13 19:27:00
BANKUSDT,1763065740000,1763067540000,0.05182,0.0521,TIME,-1.3007,8.13,2025-11-13 20:29:00
AIAUSDT,1763078100000,1763078400000,1.5125,1.577201388888889,SL,-8.7756,10.81,2025-11-13 23:55:00
POLYXUSDT,1763080380000,1763082180000,0.07437,0.07337,TIME,2.4693,15.43,2025-11-14 00:33:00
AIAUSDT,1763082300000,1763083260000,1.4659,1.3479820082767555,TP,15.8681,15.0,2025-11-14 01:05:00
LSKUSDT,1763085360000,1763087160000,0.2702,0.2726,TIME,-1.9965,7.32,2025-11-14 01:56:00
STRKUSDT,1763086080000,1763087880000,0.1449,0.143,TIME,2.4025,7.09,2025-11-14 02:08:00
EVAAUSDT,1763091660000,1763091780000,1.938,1.8576752620249624,TP,8.0694,7.31,2025-11-14 03:41:00
ESPORTSUSDT,1763092140000,1763093640000,0.27799,0.28988179444444445,SL,-8.7756,7.94,2025-11-14 03:49:00
BDXNUSDT,1763092320000,1763092560000,0.11366,0.10802882772144527,TP,9.6888,8.84,2025-11-14 03:52:00
BDXNUSDT,1763092620000,1763092740000,0.11004,0.11474726666666667,SL,-8.7756,7.12,2025-11-14 03:57:00
EVAAUSDT,1763094660000,1763094900000,1.982,1.8864591951993501,TP,9.4208,8.58,2025-11-14 04:31:00
EVAAUSDT,1763094960000,1763095140000,1.87,1.9499944444444446,SL,-8.7756,16.22,2025-11-14 04:36:00
EVAAUSDT,1763095200000,1763095320000,1.893,1.762723057938235,TP,13.5441,12.62,2025-11-14 04:40:00
EVAAUSDT,1763096880000,1763097060000,1.772,1.8478022222222223,SL,-8.7756,11.83,2025-11-14 05:08:00
BEATUSDT,1763097000000,1763097660000,0.40078,0.38209409222687213,TP,9.1048,8.28,2025-11-14 05:10:00
BDXNUSDT,1763099940000,1763100060000,0.127,0.12107476085555492,TP,9.1111,8.29,2025-11-14 05:59:00
BDXNUSDT,1763100120000,1763100180000,0.11683,0.12182772777777778,SL,-8.7756,11.97,2025-11-14 06:02:00
LSKUSDT,1763100540000,1763102340000,0.2868,0.2934,TIME,-4.8225,7.19,2025-11-14 06:09:00
BDXNUSDT,1763101560000,1763101800000,0.09448,0.08970557793779706,TP,9.8867,9.03,2025-11-14 06:26:00
BDXNUSDT,1763106480000,1763106720000,0.05689,0.05363481152198895,TP,11.2238,10.32,2025-11-14 07:48:00
SKYAIUSDT,1763106720000,1763106840000,0.02025,0.019417055565949578,TP,8.0066,7.25,2025-11-14 07:52:00
BDXNUSDT,1763106780000,1763107140000,0.05156,0.04674603802398731,TP,18.4532,17.75,2025-11-14 07:53:00
HIPPOUSDT,1763109960000,1763110140000,0.001802,0.0015914938014339826,TP,23.1436,23.0,2025-11-14 08:46:00
TRBUSDT,1763111400000,1763112000000,27.347,28.51684388888889,SL,-8.7756,7.18,2025-11-14 09:10:00
UAIUSDT,1763112960000,1763114760000,0.1871,0.19510372222222222,SL,-8.7756,8.1,2025-11-14 09:36:00
TRBUSDT,1763113920000,1763114400000,26.898,25.78212427088203,TP,8.0771,7.32,2025-11-14 09:52:00
BDXNUSDT,1763114520000,1763116320000,0.05735,0.05787,TIME,-2.0334,8.08,2025-11-14 10:02:00
TRBUSDT,1763115540000,1763117340000,25.689,26.243,TIME,-4.5331,7.4,2025-11-14 10:19:00
PIEVERSEUSDT,1763124600000,1763124900000,0.1543,0.1452971598127008,TP,11.4493,10.54,2025-11-14 12:50:00
PIEVERSEUSDT,1763124960000,1763125200000,0.1399,0.14588461111111112,SL,-8.7756,30.35,2025-11-14 12:56:00
TRBUSDT,1763125320000,1763127120000,25.871,24.636,TIME,9.3274,24.47,2025-11-14 13:02:00
STABLEUSDT,1763126880000,1763128680000,0.0401,0.04024,TIME,-0.9183,8.44,2025-11-14 13:28:00
PIEVERSEUSDT,1763127060000,1763128860000,0.1387,0.1381,TIME,0.6452,10.51,2025-11-14 13:31:00
SENTUSDT,1763129100000,1763129160000,0.0586,0.06110677777777778,SL,-8.7756,10.85,2025-11-14 14:05:00
ALCHUSDT,1763130600000,1763130840000,0.08249,0.08601873888888889,SL,-8.7756,9.93,2025-11-14 14:30:00
RIVERUSDT,1763135700000,1763136420000,5.069,5.285840555555556,SL,-8.7756,8.97,2025-11-14 15:55:00
SENTUSDT,1763137620000,1763138160000,0.0684,0.06528824971711672,TP,8.8787,8.07,2025-11-14 16:27:00
DASHUSDT,1763137800000,1763139600000,71.52,71.92,TIME,-1.3386,7.55,2025-11-14 16:30:00
RIVERUSDT,1763137800000,1763138580000,4.889,4.6254375932090666,TP,10.5619,9.68,2025-11-14 16:30:00
SENTUSDT,1763138220000,1763138640000,0.0644,0.06715488888888889,SL,-8.7756,7.98,2025-11-14 16:37:00
SENTUSDT,1763138700000,1763140380000,0.0666,0.06255362705596337,TP,11.9313,11.01,2025-11-14 16:45:00
ALCHUSDT,1763138880000,1763139000000,0.14091,0.14693781666666667,SL,-8.7756,7.05,2025-11-14 16:48:00
ALCHUSDT,1763139600000,1763139660000,0.14107,0.14710466111111112,SL,-8.7756,7.02,2025-11-14 17:00:00
PIEVERSEUSDT,1763152260000,1763154060000,0.1182,0.1181,TIME,-0.0508,8.01,2025-11-14 20:31:00
RIVERUSDT,1763154180000,1763155080000,4.29,4.111923472535802,TP,8.0819,7.32,2025-11-14 21:03:00
1INCHUSDT,1763155560000,1763157360000,0.1951,0.1927,TIME,2.2403,8.03,2025-11-14 21:26:00
SENTUSDT,1763161500000,1763163300000,0.0657,0.0648,TIME,2.5197,10.05,2025-11-14 23:05:00
SOONUSDT,1763161740000,1763162280000,2.6964,2.8117460000000003,SL,-8.7756,10.73,2025-11-14 23:09:00
SENTUSDT,1763167560000,1763169360000,0.0611,0.0601,TIME,3.0533,7.47,2025-11-15 00:46:00
MYXUSDT,1763178540000,1763178660000,2.867,2.9896438888888888,SL,-8.7756,9.53,2025-11-15 03:49:00
ZECUSDT,1763178660000,1763179920000,679.72,708.7969111111112,SL,-8.7756,7.21,2025-11-15 03:51:00
MYXUSDT,1763182560000,1763182680000,2.811,2.508260662315689,TP,21.3196,20.92,2025-11-15 04:56:00
RIVERUSDT,1763186820000,1763187720000,3.508,3.6580644444444443,SL,-8.7756,9.84,2025-11-15 06:07:00
MYXUSDT,1763187480000,1763187600000,2.595,2.7060083333333336,SL,-8.7756,11.53,2025-11-15 06:18:00
ZENUSDT,1763190120000,1763191920000,14.833,15.024,TIME,-2.7953,7.17,2025-11-15 07:02:00
PIEVERSEUSDT,1763193360000,1763193720000,0.1905,0.19864916666666668,SL,-8.7756,9.32,2025-11-15 07:56:00
PIEVERSEUSDT,1763193780000,1763194320000,0.1967,0.20511438888888892,SL,-8.7756,9.47,2025-11-15 08:03:00
PIEVERSEUSDT,1763197140000,1763197380000,0.2179,0.22722127777777779,SL,-8.7756,7.74,2025-11-15 08:59:00
