symbol,entry_ts,exit_ts,entry,exit,why,pnl,rise_pct,entry_at
BROCCOLIF3BUSDT,1747377420000,1747379220000,0.012425,0.012469,TIME,-0.9282,8.14,2025-05-16 06:37:00
BROCCOLIF3BUSDT,1747387320000,1747387500000,0.013581,0.012991293659300074,TP,8.4643,7.68,2025-05-16 09:22:00
BROCCOLIF3BUSDT,1747458840000,1747459440000,0.013977,0.013068836869660025,TP,12.7751,11.85,2025-05-17 05:14:00
MASKUSDT,1747470120000,1747471920000,1.552,1.5749,TIME,-3.171,7.05,2025-05-17 08:22:00
BROCCOLIF3BUSDT,1747479900000,1747481700000,0.0127,0.0127,TIME,-0.22,7.69,2025-05-17 11:05:00
CHILLGUYUSDT,1747498800000,1747500600000,0.07707,0.07726,TIME,-0.7131,8.26,2025-05-17 16:20:00
PORTALUSDT,1747503120000,1747503960000,0.0807,0.07747725263968851,TP,7.767,7.03,2025-05-17 17:32:00
PEOPLEUSDT,1747561980000,1747563780000,0.02456,0.02453,TIME,0.0243,9.0,2025-05-18 09:53:00
TURBOUSDT,1747587120000,1747588920000,0.0054308,0.0054197,TIME,0.1888,7.63,2025-05-18 16:52:00
1000XUSDT,1747591080000,1747592880000,0.09035,0.08915,TIME,2.4363,7.32,2025-05-18 17:58:00
GOATUSDT,1747614660000,1747616460000,0.16712,0.16394,TIME,3.5856,7.16,2025-05-19 00:31:00
SIRENUSDT,1747616340000,1747618140000,0.15959,0.15783,TIME,1.9857,8.49,2025-05-19 00:59:00
