feat,p_mw,med_win,med_loss,rho,p_rho,q_mw,q_rho
eom|watch_mean,0.035363659225066256,1.853977332379752e-06,1.221262357815645e-07,0.05735040005241218,0.2501010918184393,0.9832415517135147,0.998188017608607
sma5_20_x|retr_mean,0.03588713668278707,-0.1968837647691616,-0.3684419880366517,0.09622841523192849,0.053277925411365154,0.9832415517135147,0.998188017608607
mass|at_entry,0.037732367850578444,24.994080134918303,25.31433841360069,-0.11927048784282894,0.016464789355242263,0.9832415517135147,0.8921857731871901
cci|watch_max,0.042788806913721826,308.2011935208895,296.03350673194615,0.07138864804691342,0.1520648416457408,0.9832415517135147,0.998188017608607
dd_from_max|at_entry,0.04483891680272033,-9.964622641509424,-10.745440126883432,0.07880372818092396,0.11376654777015456,0.9832415517135147,0.998188017608607
range_ratio20|pump_mean,0.04538700562149331,1.1295767789310829,1.1019066356617582,0.09627486565959173,0.053162492828262374,0.9832415517135147,0.998188017608607
cci|entry_m_top,0.04687661657397072,-357.0821887646717,-333.7653780767315,-0.03251084413652283,0.5146544598854403,0.9832415517135147,0.998188017608607
ppo|watch_min,0.04821347664288066,-1.0469939967088286,-1.3245426317425526,0.06482641647125838,0.19348937904986752,0.9832415517135147,0.998188017608607
tk_buy5|watch_slope,0.04934320868946247,-0.01316358558098615,-0.01154677229053435,-0.08460370837744921,0.10805206637462515,0.9832415517135147,0.998188017608607
macd|watch_min,0.050882236151962836,-1.0752556370041966,-1.357838816280405,0.06539567108075571,0.1895982587937742,0.9832415517135147,0.998188017608607
ema20_dev|watch_min,0.05815607373394366,-4.3025937725922,-4.563961229286617,0.12355099860689128,0.012948657040201731,0.9832415517135147,0.8018918324182073
dd_from_max|watch_max,0.059628659484930444,0.0,0.0,0.04723308530619785,0.343659025011513,0.9832415517135147,0.998188017608607
ema20_dev|retr_mean,0.060453034207375946,-0.4854473875165377,-0.6024804075359849,0.10876202591309585,0.028829949532103515,0.9832415517135147,0.998188017608607
wick_ratio|top_val,0.061215298031150084,0.6065573765520036,0.5523809260770999,0.07576789731244687,0.1284146603737829,0.9832415517135147,0.998188017608607
macd_sig|watch_min,0.061866952971625394,-0.8119725954430963,-0.9929641420817163,0.059900216655246995,0.22962402793634737,0.9832415517135147,0.998188017608607
vol_ratio20|retr_mean,0.06294526073028868,0.978045342613434,1.015016073859659,-0.1602975847626119,0.0012254553060060147,0.9832415517135147,0.37491449751614153
trix|watch_min,0.06367272855725932,-0.1168693895078866,-0.1417429035823672,0.060049081831260044,0.22846635709680432,0.9832415517135147,0.998188017608607
vol_ratio20|retr_m_pump,0.06465347545353375,-0.2464199722164668,-0.1423131415904417,-0.13950796237605564,0.004967459124628018,0.9832415517135147,0.5445691776180421
sma50_dev|watch_min,0.06502435719689192,-5.166087347324211,-5.731694840110501,0.08759808862868586,0.07864100921675397,0.9832415517135147,0.998188017608607
range_ratio20|retr_m_pump,0.06639976515091091,-0.1416396579560087,-0.1032237399383944,-0.13333642710838495,0.007280845978183774,0.9832415517135147,0.6312493463085331
tk_buy60|pump_mean,0.06753311942032579,50.64086483975382,50.28618265259724,0.07677926625254086,0.14768651852050238,0.9832415517135147,0.998188017608607
bb_width|entry_m_top,0.06896169228309076,-1.7614721243146478,-0.5211949996777374,-0.13112965556274403,0.008317289007092554,0.9832415517135147,0.6386825409695835
hv30|pump_mean,0.06948361206227689,0.6257061504364024,0.7456465704028995,-0.08025673609449309,0.10723611132434736,0.9832415517135147,0.998188017608607
dpo|top_val,0.07173834876995068,-0.9702295552367336,-0.738827486785198,-0.09008178673285125,0.07049916450746598,0.9832415517135147,0.998188017608607
vol_ratio60|entry_m_top,0.07200773011239543,-1.0799325503446855,-0.544728158490412,-0.11430825464680462,0.021562615063394904,0.9832415517135147,0.998188017608607
lr_slope30|watch_min,0.07288820086636243,-0.2058761829973782,-0.2467018649920987,0.07047120707073533,0.15741384067920192,0.9832415517135147,0.998188017608607
wick_ratio|entry_m_top,0.07336603858713693,-0.2368421053324241,-0.1729352324567759,-0.061068025743848155,0.22065349262564724,0.9832415517135147,0.998188017608607
bb_width|pump_mean,0.07343448735975665,4.56567298726006,5.32651258406929,-0.09296239393412607,0.06193292389417232,0.9832415517135147,0.998188017608607
mfi|at_entry,0.07530280837303713,23.91050528064339,26.236416947568543,-0.08273609825829563,0.09677963617199353,0.9832415517135147,0.998188017608607
lr_slope30|at_entry,0.07642814557334471,-0.0865942810972981,-0.1083422205263198,0.07931347311736962,0.11144089874727357,0.9832415517135147,0.998188017608607
roc30|watch_min,0.07720962029585042,-6.997074145436385,-7.695153533111368,0.08670289933703376,0.0817561689705179,0.9832415517135147,0.998188017608607
dd_from_max|watch_min,0.07728110395806123,-10.432543042619258,-11.358843025007516,0.07007864877002654,0.15974551126815179,0.9832415517135147,0.998188017608607
ema50_dev|watch_min,0.07828603767334812,-4.323014277888837,-4.93982284870561,0.09180031319922727,0.06527934667391468,0.9832415517135147,0.998188017608607
sma20_dev|retr_mean,0.0785751034211449,-0.625019636309059,-0.7853764403949994,0.10507224419712442,0.034752599243772477,0.9832415517135147,0.998188017608607
lr_slope10|top_val,0.08114137068272073,0.5511428904901434,0.4568872236308752,0.08573768403432183,0.08522597284420681,0.9832415517135147,0.998188017608607
adx|entry_m_top,0.08196218837315611,-10.294959126871866,-8.811136615082404,-0.0822520134561016,0.09875473468806846,0.9832415517135147,0.998188017608607
hv10|entry_m_top,0.08226223044404851,-0.1267082378781239,-0.052652481845371,-0.16308816985916952,0.0010021314371411521,0.9832415517135147,0.37491449751614153
macd_hist|watch_min,0.08671374624059353,-0.8093603989112084,-0.8659587893512972,0.08834766024162383,0.07610722666067496,0.9832415517135147,0.998188017608607
hv10|pump_mean,0.08997623661763134,0.6442592803264585,0.73897802469413,-0.06285406104038276,0.2074229545230548,0.9832415517135147,0.998188017608607
ulcer|watch_max,0.0921781516819341,5.227562626731174,5.661447879064861,-0.05823770303477324,0.24283586300618681,0.9832415517135147,0.998188017608607
parkinson20|entry_m_top,0.09250816902861302,-0.0511889288739091,0.0007858273965317,-0.1439185936790536,0.0037450956367702623,0.9832415517135147,0.5411663195133029
hv60|pump_mean,0.09333694554758719,0.5960108554802707,0.7138329899945373,-0.07567984464879508,0.12886035165148488,0.9832415517135147,0.998188017608607
di_diff|watch_max,0.09350346734773284,44.92926017775044,41.89367673199507,0.03419858942056323,0.4930575868569247,0.9832415517135147,0.998188017608607
ema10_50_x|watch_min,0.09383713613225413,-1.6572524649094311,-2.06220623413903,0.04621026205184621,0.3542215998482832,0.9832415517135147,0.998188017608607
lr_slope30|entry_m_top,0.09433942910228887,-0.2889683370305101,-0.3169613774216225,0.08691651630009982,0.08100389085836746,0.9832415517135147,0.998188017608607
kst|watch_min,0.0945913225741041,-35.97728527750896,-45.03169022884804,0.04767271639322621,0.3391812343975288,0.9832415517135147,0.998188017608607
dpo|watch_mean,0.0960293217789243,-0.0596454561221429,-0.0482175730522639,-0.04564883287336177,0.3601053363701427,0.9832415517135147,0.998188017608607
roc15|at_entry,0.09619963521122282,-4.353887399463801,-5.138226882745465,0.09827194464690472,0.04839293645748351,0.9832415517135147,0.998188017608607
nvi|watch_max,0.09662637022089225,3.4836075340890504,3.9789461786623015,-0.07879356201585933,0.11381331398712681,0.9832415517135147,0.998188017608607
range_ratio20|retr_mean,0.09671202617988921,0.9787603797872916,1.0041858173085465,-0.15949939079929498,0.0012972819983257493,0.9832415517135147,0.37491449751614153
stoch_rsi|watch_slope,0.09791609542030962,-0.1887046918404639,-0.15721261722948,-0.08802226790090091,0.07719888319858902,0.9832415517135147,0.998188017608607
ulcer|pump_mean,0.09808889539711826,1.087820082955099,1.2606440378226005,-0.04540654228228952,0.36266329837257305,0.9832415517135147,0.998188017608607
delta_ratio5|at_entry,0.09905087653501789,-11.975272180284602,-11.946609291903819,-0.07429771609235354,0.15378715035161958,0.9832415517135147,0.998188017608607
eom|top_val,0.09921912169503166,9.956787542067548e-05,2.5747508990898765e-05,0.026713679957790087,0.5923939028382407,0.9832415517135147,0.998188017608607
dc_pos|entry_m_top,0.10160028496392343,-0.720755671234905,-0.7526184981359849,0.06250553922224315,0.20995863105507082,0.9832415517135147,0.998188017608607
vol_ratio20|watch_slope,0.10195684150481862,-0.000727890188424,-7.315536861626333e-05,-0.07759770187109695,0.11942049325685605,0.9832415517135147,0.998188017608607
tk_buy5|at_entry,0.10203197143545448,45.74997084705029,46.034595978300274,-0.05200169840079905,0.3238164030893815,0.9832415517135147,0.998188017608607
vol_ratio20|pump_mean,0.10714655906741027,1.2275947470329625,1.1952258644596148,0.08787881931289619,0.07768415836513907,0.9832415517135147,0.998188017608607
sma5_20_x|watch_mean,0.109299290945408,0.3786100323135956,0.3034468149254569,0.049737893557759406,0.31864850804001554,0.9832415517135147,0.998188017608607
range_ratio20|watch_slope,0.11139009860589968,-0.0005037621903732,-0.0001858339705563,-0.0710361689601549,0.15410337190883255,0.9832415517135147,0.998188017608607
mfi|top_val,0.11351006088953662,76.78199539463718,74.74113419212775,0.04063089569848616,0.4153718329739059,0.9832415517135147,0.998188017608607
roc15|watch_mean,0.11487936086881048,0.8018800575685068,0.6345499716504186,0.0487280489835584,0.3285852888602832,0.9832415517135147,0.998188017608607
lr_slope10|retr_mean,0.11765222302648311,-0.0918927273871308,-0.1105787300092391,0.07801645342367156,0.11743300560491327,0.9832415517135147,0.998188017608607
hv60|watch_slope,0.11926013881658452,0.0029696245705925,0.002770131829469,0.0680370270277648,0.17229326927791294,0.9832415517135147,0.998188017608607
ichi_conv_base|watch_min,0.1200703599713268,-2.634989200863924,-3.0102234002271966,0.04943891179143363,0.3215698190220316,0.9832415517135147,0.998188017608607
vwap_dev|watch_min,0.1217042386114047,-4.044039657726762,-4.643337826636474,0.06343640153924407,0.20323564647142722,0.9832415517135147,0.998188017608607
roc10|watch_min,0.12201229852857436,-6.979781917310314,-7.561547479484171,0.08547322202138513,0.08619709980441809,0.9832415517135147,0.998188017608607
bb_width|at_entry,0.12273410089831359,7.679109171991088,8.052864645325565,-0.09771087944195576,0.04969528151027809,0.9832415517135147,0.998188017608607
ema50_dev|at_entry,0.12335527840446714,-3.672576491032276,-3.826220741772268,0.10019445286133244,0.04414505217252195,0.9832415517135147,0.998188017608607
dc_pos|at_entry,0.12344945148268362,0.0894308943089465,0.0736579275905112,0.04590724499338637,0.3573896425693089,0.9832415517135147,0.998188017608607
roc1|watch_mean,0.12377075858684389,0.0317325938296009,0.0290720233552153,0.059336239662014165,0.23404756783793682,0.9832415517135147,0.998188017608607
sma20_dev|watch_mean,0.12523354490760902,0.4611658683147913,0.3783278832867867,0.04762302532982827,0.3396854771318229,0.9832415517135147,0.998188017608607
ichi_conv_base|top_val,0.12933386752968723,1.2208736989952174,1.5597355433466742,-0.06928934844706199,0.16451231835539704,0.9832415517135147,0.998188017608607
parkinson20|at_entry,0.12948723450728655,1.026723800359471,1.1069435960034837,-0.10587316796195748,0.03338576874479313,0.9832415517135147,0.998188017608607
fund|mean9,0.13056861447194182,0.005,0.005,0.06473653815983245,0.19522337043943958,0.9832415517135147,0.998188017608607
atr_pct|entry_m_top,0.13165573545414938,-0.0146119851330341,0.090417834261935,-0.14422687926360872,0.003670820967588932,0.9832415517135147,0.5411663195133029
hv30|retr_m_pump,0.13275048879001292,0.3593618267701416,0.283528121404448,0.0663207098211889,0.18339821270662693,0.9832415517135147,0.998188017608607
tk_buy15|at_entry,0.13297665748269044,48.33661101708995,48.75689469842931,-0.05785073374127163,0.27229264979178325,0.9832415517135147,0.998188017608607
lr_slope10|watch_mean,0.13363135581712926,0.0439772212191905,0.038242487087119,0.04530378596172272,0.3637515538455543,0.9832415517135147,0.998188017608607
tk_buy15|watch_slope,0.13375626015918365,-0.00855962761886925,-0.0030992753154102503,-0.04285426448734743,0.4162687697272267,0.9832415517135147,0.998188017608607
roc10|watch_mean,0.1356298361902747,0.5222581412131682,0.4454744684131089,0.045326170334155,0.3635143157724617,0.9832415517135147,0.998188017608607
dd_from_max|retr_mean,0.13607706205103254,-5.563065895372243,-5.795941721196791,0.0337248778641305,0.49907008964535915,0.9832415517135147,0.998188017608607
roc10|retr_mean,0.1365254255854381,-0.7570403471066883,-0.9452272557697896,0.08540893791612411,0.08643449692924712,0.9832415517135147,0.998188017608607
willr|at_entry,0.14396187988771508,-90.3225806451613,-91.81871689228971,0.04441236745992971,0.37327745047357286,0.9832415517135147,0.998188017608607
stoch_k|at_entry,0.14396189812755864,9.67741935483871,8.181283107710279,0.04441063652078831,0.37329609609003583,0.9832415517135147,0.998188017608607
eom|watch_min,0.14479187026241655,-0.0010771504001615,-0.0005269649063796,-0.03202279059180249,0.5209897926803352,0.9832415517135147,0.998188017608607
adx|watch_max,0.14620665140431005,53.07054833027593,54.33217800404145,-0.07917461721358239,0.11207067609279885,0.9832415517135147,0.998188017608607
ema10_dev|watch_mean,0.1469177754538995,0.195088169423291,0.1685780927198826,0.043457712189746686,0.383648038176068,0.9832415517135147,0.998188017608607
wick_ratio|retr_mean,0.14882703716691614,0.5304037267242655,0.5421388972121186,-0.02367320272143012,0.6352021122573748,0.9832415517135147,0.998188017608607
vol_ratio60|pump_mean,0.1491870492878525,1.5360990419659126,1.4505215107421665,0.08967153930259894,0.07179441091531427,0.9832415517135147,0.998188017608607
parkinson20|pump_mean,0.1494273277189663,0.6706112328230757,0.7654465277208825,-0.05878239502725401,0.23844985272281163,0.9832415517135147,0.998188017608607
kc_pos|retr_mean,0.1500299098357931,0.2416585610849225,0.1797227188023652,0.09742224842831676,0.05037657929278571,0.9832415517135147,0.998188017608607
ema10_dev|watch_min,0.1509974795494799,-3.825320652239728,-3.981333434971379,0.11158420094399382,0.024904948540430332,0.9832415517135147,0.998188017608607
nvi|entry_m_top,0.15368302537015757,-2.0971544325595004,-2.283903960423872,0.050832543965728255,0.30810102853300914,0.9832415517135147,0.998188017608607
hv60|retr_m_pump,0.1574033750183491,0.3411755827214957,0.2998597337635534,0.05704302440169575,0.2526528006348155,0.9832415517135147,0.998188017608607
eom|entry_m_top,0.15790453489684708,-0.0001938927117312,-0.0001158435947625,-0.009138647528938169,0.8547044719598803,0.9832415517135147,0.998188017608607
vol_z60|watch_max,0.15853255069584615,6.239948677066908,6.122232355445151,0.04042855531623987,0.41770029219010846,0.9832415517135147,0.998188017608607
ema20_dev|watch_mean,0.16375504126189866,0.4596699762155172,0.3840842908664121,0.03880594841949042,0.436647914877068,0.9832415517135147,0.998188017608607
lr_slope10|watch_min,0.16491836270553617,-0.8037588199662727,-0.8426905378386704,0.07029879375926085,0.15843473653050724,0.9832415517135147,0.998188017608607
ema10_50_x|at_entry,0.16608832027830311,-1.2574211981316252,-1.4801768212907462,0.04933715869519127,0.3225679959245615,0.9832415517135147,0.998188017608607
sma10_dev|watch_mean,0.16739534472476714,0.1922219083373798,0.1632368759247211,0.04096249161723451,0.41157251086928714,0.9832415517135147,0.998188017608607
sma5_20_x|top_val,0.17096256182880454,2.9237188065811104,2.630369348931705,0.07218319639351423,0.14754474156417602,0.9832415517135147,0.998188017608607
fund|z,0.1711839890053941,-8.673609856726716e-07,-8.673609856726716e-07,-0.026364898796152003,0.5976941180503582,0.9832415517135147,0.998188017608607
vpt_slope|watch_mean,0.1735073179780383,0.0005906474529293,0.0005049167127591,0.042810567243655714,0.3907770213877692,0.9832415517135147,0.998188017608607
eom|watch_max,0.17594341647613976,0.0011542646716204,0.0005763933248163,0.03181641302920582,0.5236807266815549,0.9832415517135147,0.998188017608607
rsi14|watch_min,0.18033825532901326,26.535359506284838,26.28898531357686,0.07212717963276889,0.14786002420119648,0.9832415517135147,0.998188017608607
nvi|pump_mean,0.18117120959917965,0.2887822702086984,0.4863675716590805,-0.045395689279432494,0.36277814262419555,0.9832415517135147,0.998188017608607
delta_ratio5|entry_m_top,0.1817369130633707,-18.644800793087278,-17.737819441630293,-0.05280391771602709,0.3110727229677346,0.9832415517135147,0.998188017608607
nvi|top_val,0.18228605433381373,1.1265871295730534,1.277517011513818,-0.03743751595228874,0.45300401386698436,0.9832415517135147,0.998188017608607
atr_pct|pump_mean,0.18284567995217416,0.962704076339452,1.058269847568652,-0.05420548671906065,0.27706322469593897,0.9832415517135147,0.998188017608607
s|retrace_pct,0.18396814979355425,72.09214501510574,74.63848720800887,-0.060722278511772414,0.22328286201538458,0.9832415517135147,0.998188017608607
ao|at_entry,0.18396834932066808,-1.9114432658309155,-2.038293495766403,0.06500512747718112,0.192261564777052,0.9832415517135147,0.998188017608607
mass|top_val,0.18509611505653822,26.67754115094487,26.37424696251173,0.07684482261294781,0.12305975493256731,0.9832415517135147,0.998188017608607
trix|at_entry,0.1856619121807278,-0.0598538914797709,-0.0748753089711909,0.04548904849128419,0.36179097631012236,0.9832415517135147,0.998188017608607
dd_from_max|entry_m_top,0.1859452898498556,-9.110377442669758,-9.66978757676431,0.07714928647538037,0.12157778230358633,0.9832415517135147,0.998188017608607
vortex_diff|retr_mean,0.1865130041745955,-0.0812271082409909,-0.1014565866714655,0.07042851514266397,0.1576661648393148,0.9832415517135147,0.998188017608607
dc_pos|top_val,0.1875091626515113,0.8277571251548943,0.8558052434456931,-0.06369524757938663,0.20139423610882679,0.9832415517135147,0.998188017608607
cmf|watch_min,0.1882235487395999,-0.3108457167852416,-0.2891245404453728,-0.04913254587003148,0.32458129425249055,0.9832415517135147,0.998188017608607
macd|watch_mean,0.18851008979832007,0.3497132802879374,0.3065848854871594,0.028439982128899404,0.5686908082088209,0.9832415517135147,0.998188017608607
sma5_dev|watch_mean,0.19081173559773956,0.0702868276504391,0.0619232444960048,0.040153560434620796,0.4208770841667789,0.9832415517135147,0.998188017608607
force|retr_mean,0.19081173559773956,-0.0022387742585217,-0.0026642290883817,0.10311079081439987,0.038302366917510114,0.9832415517135147,0.998188017608607
macd_sig|at_entry,0.19081173559773956,-0.4482268704020257,-0.548885112064263,0.042515020732842516,0.3940592704004316,0.9832415517135147,0.998188017608607
ema5_dev|watch_mean,0.1913903659689813,0.0749836128887035,0.0632700008377316,0.03880358259150976,0.43667589661051875,0.9832415517135147,0.998188017608607
adi_slope|watch_min,0.19211528605855488,-0.3108457167852416,-0.2891245404453728,-0.048498765515007945,0.3308690061573921,0.9832415517135147,0.998188017608607
vwap_dev|at_entry,0.19401018298920736,-3.4093081959845284,-3.6901428811995096,0.054531788993622266,0.2741773825224355,0.9832415517135147,0.998188017608607
ppo|watch_mean,0.1943028908941331,0.368695442706813,0.3221060011487613,0.027589557963240488,0.5803111524783628,0.9832415517135147,0.998188017608607
roc60|watch_min,0.19503601735920706,-6.017357762777237,-6.8020552972840695,0.04229818927236123,0.39647787281633357,0.9832415517135147,0.998188017608607
vortex_diff|top_val,0.19650812925702488,0.5300197932702875,0.5186140803538529,0.014290341953453658,0.7746047360327014,0.9832415517135147,0.998188017608607
ao|watch_mean,0.19695185771368073,0.6978344437478748,0.5758096578723124,0.030871871306237322,0.5360864843176155,0.9832415517135147,0.998188017608607
adx|top_val,0.19695185771368073,40.322565161290505,38.32797282328728,0.03367847123835626,0.4996611779086297,0.9832415517135147,0.998188017608607
vol_ratio60|top_val,0.19724742445708388,3.23686193519578,2.788485355664608,0.04190094260584367,0.4009319725966524,0.9832415517135147,0.998188017608607
eom|retr_mean,0.1975440911817754,-3.390980137200005e-05,-2.2097130977545923e-05,-0.023637533314952667,0.6357119841655637,0.9832415517135147,0.998188017608607
ulcer|watch_slope,0.19873246579220272,0.0111488824242503,0.0093657422601161,0.069169530683424,0.16524516578569753,0.9832415517135147,0.998188017608607
lr_slope30|watch_mean,0.19932860919952733,0.0495567777516304,0.0421048251518042,0.031316646966599054,0.5302264152856521,0.9832415517135147,0.998188017608607
tk_buy5|entry_m_top,0.20074482766633261,-6.927734616070367,-6.845048602061812,-0.03980377070779728,0.45024992865791874,0.9832415517135147,0.998188017608607
ema50_dev|retr_mean,0.20142539982092378,0.2773635783068201,0.0574567484559605,0.050044359274637136,0.31567209795634243,0.9832415517135147,0.998188017608607
s|entry_upper_wick,0.2030057251415388,0.1586357326987977,0.2063789868667898,-0.08506222383303659,0.08772397446760036,0.9832415517135147,0.998188017608607
roc5|watch_mean,0.20323541438268766,0.2189460615061201,0.1886658194372382,0.03526284803831913,0.4796918934563653,0.9832415517135147,0.998188017608607
roc1|entry_m_top,0.20627837477444244,-1.7728867160211788,-2.115430711605085,0.12075167814548204,0.015163493655246054,0.9832415517135147,0.8764499332732218
atr_pct|at_entry,0.20658448104053317,1.563503714639959,1.6151268227859714,-0.09228276012051163,0.06387244307732824,0.9832415517135147,0.998188017608607
rsi7|watch_min,0.20689089631312896,14.77564730511824,14.322677437447185,0.05500149934355101,0.2700592656802752,0.9832415517135147,0.998188017608607
rsi28|watch_max,0.2071976827013048,77.57001643309495,76.24185591784718,0.014152200993465763,0.7767257172924992,0.9832415517135147,0.998188017608607
hv30|watch_slope,0.20873646291721515,0.0028348468348743,0.002332422977304,0.06634800783635021,0.18321754933802972,0.9832415517135147,0.998188017608607
t|dow,0.21004337219799285,3.0,4.0,-0.04312510037894825,0.3873021471447836,0.9832415517135147,0.998188017608607
tk_buy5|retr_m_pump,0.2100924409749383,-1.9254451132358277,-1.675943436666465,-0.06448168103734496,0.2209980349259525,0.9832415517135147,0.998188017608607
bb_width|watch_mean,0.2109046433419901,5.210440138480381,5.739078845716245,-0.06327115755413423,0.20441754881736482,0.9832415517135147,0.998188017608607
dc_pos|watch_max,0.212391425755722,1.0,0.9989154013015172,0.024024036308126,0.6301963773184687,0.9832415517135147,0.998188017608607
vol_ratio20|watch_max,0.21261912767510205,8.05751228151594,7.25629982817735,0.06124425302250706,0.2193218472420557,0.9832415517135147,0.998188017608607
force|watch_mean,0.2127760099459458,0.000562473978362,0.0004182028798669,0.043438239605598276,0.38386138480592535,0.9832415517135147,0.998188017608607
ao|retr_mean,0.21465933734488596,0.0390548737233244,-0.1554331156165447,0.039014687242090625,0.4341831189141354,0.9832415517135147,0.998188017608607
roc30|entry_m_top,0.21687170560795255,-11.929159537817718,-12.965302371668807,0.10267984614838654,0.039122137255082255,0.9832415517135147,0.998188017608607
roc3|watch_mean,0.2187810396987373,0.110478391233119,0.0998114449107717,0.03480751714542835,0.4853860276324646,0.9832415517135147,0.998188017608607
tk_buy15|pump_mean,0.21918505036620906,50.84307475795286,50.62985640398118,0.07965907501979318,0.1303354688366561,0.9832415517135147,0.998188017608607
hv10|watch_min,0.21973931964487614,0.200839761439621,0.2366772855706461,-0.05620099058332032,0.2597353972615053,0.9832415517135147,0.998188017608607
tk_buy60|watch_mean,0.2220328805451519,50.37236627249737,50.18592979324465,0.06648658575779372,0.20757598786263395,0.9832415517135147,0.998188017608607
vol_ratio60|watch_max,0.22539531120239242,10.995070557193449,10.09403355214688,0.027273374567019722,0.5846596267785015,0.9832415517135147,0.998188017608607
delta_ratio5|watch_slope,0.2266514028397013,-0.036974599196899605,-0.0356787350175535,-0.04236120957690387,0.4165381824399195,0.9832415517135147,0.998188017608607
ema50_dev|watch_mean,0.22719432300257003,1.2029794796735025,1.118624603401269,0.022780921599190523,0.6480079346441263,0.9832415517135147,0.998188017608607
stoch_k|watch_slope,0.22883836017289405,-0.1919916696476382,-0.1708037572340814,-0.060228520784253774,0.22707643661726032,0.9832415517135147,0.998188017608607
willr|watch_slope,0.22883836017289405,-0.1919916696476379,-0.1708037572340812,-0.060228520784253774,0.22707643661726032,0.9832415517135147,0.998188017608607
tk_buy5|pump_mean,0.22991887214096152,51.05609657113327,50.866224011959446,0.09698677129443736,0.0652903680419043,0.9832415517135147,0.998188017608607
kst|at_entry,0.23115421421043159,-15.47510936622783,-17.334674459339936,0.048548610030564675,0.3303716748819994,0.9832415517135147,0.998188017608607
vpt_slope|retr_mean,0.23449138499801314,-0.0018765539474987,-0.0021413806583572,0.09471191949633341,0.057162638209561835,0.9832415517135147,0.998188017608607
ema10_dev|retr_mean,0.23449138499801314,-0.4753760303838922,-0.596734655088653,0.0855985681281114,0.08573571380644045,0.9832415517135147,0.998188017608607
kc_pos|watch_max,0.23566711995662515,3.2847457547584824,3.167330551102405,0.019333194598669612,0.6984419154882427,0.9832415517135147,0.998188017608607
wick_ratio|watch_mean,0.23650999326170297,0.5299993444723811,0.5340756717394094,-0.06561096142699463,0.18814172066736812,0.9832415517135147,0.998188017608607
hv60|watch_min,0.23769306641772447,0.4013217774854667,0.4380872286435546,-0.05299974544595209,0.28790531365502103,0.9832415517135147,0.998188017608607
ema10_50_x|watch_mean,0.23956089171650385,0.9849235481499106,0.9827908751485972,0.01950115607094208,0.6959516926833993,0.9832415517135147,0.998188017608607
macd_hist|watch_mean,0.23956089171650385,-0.0076767235670355,-0.0105554618020043,0.06355360101766999,0.2024003910620281,0.9832415517135147,0.998188017608607
vol_z60|retr_m_pump,0.24643974293446536,-0.2807848754988399,-0.1842604731682602,-0.11582293051472226,0.019878099476002983,0.9832415517135147,0.998188017608607
lr_slope10|pump_mean,0.24818055025469066,0.1287262520154466,0.1212426284126027,0.0456990014151862,0.3595771000094724,0.9832415517135147,0.998188017608607
roc5|pump_mean,0.24940442918671402,0.7825158282335676,0.7306016182026459,0.04174934179888969,0.4026396484935791,0.9832415517135147,0.998188017608607
di_diff|retr_mean,0.24957996053004194,-2.268322376119848,-3.0356810929637263,0.040441463501188823,0.4175515211032185,0.9832415517135147,0.998188017608607
sma50_dev|watch_mean,0.2502815672366514,1.1488732013799898,1.1570297520187272,0.02257200078982257,0.6510215527687266,0.9832415517135147,0.998188017608607
stoch_k|watch_max,0.25113904395027886,100.0,100.0,0.02476005541308132,0.6197497737106383,0.9832415517135147,0.998188017608607
willr|watch_max,0.25113904395027886,0.0,0.0,0.02476005541308132,0.6197497737106383,0.9832415517135147,0.998188017608607
sma50_dev|at_entry,0.25133655786931264,-4.126503211347099,-4.492753365429925,0.08385458893283869,0.09233645156301186,0.9832415517135147,0.998188017608607
rsi14|watch_max,0.2548755844641687,85.1869292781448,83.75462223994647,0.010289895821674807,0.8366433068295762,0.9832415517135147,0.998188017608607
roc10|top_val,0.25576529739360443,5.056965820507704,4.631989207015444,0.05139256401392507,0.30279497687873436,0.9832415517135147,0.998188017608607
rsi7|at_entry,0.25594401797093536,19.66662540584332,21.42208050795759,-0.030734835270127506,0.5378985036084553,0.9832415517135147,0.998188017608607
vol_z60|entry_m_top,0.2563008529884315,-0.9245083194422246,-0.4332847566691233,-0.07903303150827903,0.11271571045621054,0.9832415517135147,0.998188017608607
hv10|at_entry,0.2566580333889965,1.0224189477229468,1.0252817680363475,-0.10311552247036118,0.03829344743416727,0.9832415517135147,0.998188017608607
lr_slope30|retr_mean,0.25773164763321166,0.0183874286807616,0.0046703117836144,0.03126277888334739,0.5309344164827896,0.9832415517135147,0.998188017608607
kst|watch_mean,0.25916797313319573,10.737160497169858,10.391707873509178,0.015958783636841764,0.749124452040492,0.9832415517135147,0.998188017608607
vol_ratio60|watch_mean,0.26169486522458396,1.3623162253391057,1.2789734191922215,0.042641683523191025,0.3926505616127965,0.9832415517135147,0.998188017608607
vol_z60|pump_mean,0.26351011527961177,0.4118047055831562,0.314611612384869,0.10038427876154624,0.04374317519783211,0.9832415517135147,0.998188017608607
macd_sig|watch_mean,0.2642387336257733,0.3462188818471746,0.3493856459753819,0.01859449799405085,0.7094320563562787,0.9832415517135147,0.998188017608607
tk_buy1|pump_mean,0.2647767970331941,51.269632492289574,51.17218079655102,0.0958352777330427,0.06856456135949772,0.9832415517135147,0.998188017608607
rsi14|retr_mean,0.2649686744993546,47.40749250707879,46.55518904042787,0.05188697529802607,0.29816116432398776,0.9832415517135147,0.998188017608607
roc30|at_entry,0.2657000035895929,-4.2512077294685895,-4.514046502244421,0.07970965831074421,0.10965929900019222,0.9832415517135147,0.998188017608607
